ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AerolineaCreaAeropuertoCSV	aerolineacreaaeropuertocsv	1590714919533	 	3.3.1
REQUEST	960		CreateAirport	1590715050756	1590715050761	OK	 
REQUEST	450		request_17	1590715050778	1590715050788	OK	 
USER	AirlineCreateAirport	290	END	1590714950724	1590715050800
REQUEST	961		CreateAirport	1590715050858	1590715050862	OK	 
REQUEST	451		request_17	1590715050880	1590715050893	OK	 
USER	AirlineCreateAirport	291	END	1590714950826	1590715050895
REQUEST	451		request_17 Redirect 1	1590715050893	1590715050901	OK	 
REQUEST	962		CreateAirport	1590715050948	1590715050952	OK	 
USER	AirlineCreateAirport	292	END	1590714950938	1590715051005
REQUEST	452		request_17	1590715050990	1590715051010	OK	 
REQUEST	963		CreateAirport	1590715051058	1590715051063	OK	 
REQUEST	453		request_17	1590715051085	1590715051096	OK	 
REQUEST	453		request_17 Redirect 1	1590715051096	1590715051107	OK	 
USER	AirlineCreateAirport	293	END	1590714951036	1590715051107
REQUEST	452		request_17 Redirect 1	1590715051010	1590715051118	OK	 
REQUEST	964		CreateAirport	1590715051155	1590715051161	OK	 
REQUEST	454		request_17	1590715051175	1590715051190	OK	 
REQUEST	454		request_17 Redirect 1	1590715051190	1590715051256	OK	 
REQUEST	965		CreateAirport	1590715051260	1590715051264	OK	 
USER	AirlineCreateAirport	294	END	1590714951134	1590715051285
USER	AirlineCreateAirport	295	END	1590714951234	1590715051296
REQUEST	455		request_17	1590715051285	1590715051296	OK	 
REQUEST	966		CreateAirport	1590715051349	1590715051356	OK	 
REQUEST	456		request_17	1590715051376	1590715051386	OK	 
USER	AirlineCreateAirport	296	END	1590714951338	1590715051397
REQUEST	967		CreateAirport	1590715051456	1590715051463	OK	 
USER	AirlineCreateAirport	297	END	1590714951437	1590715051489
REQUEST	457		request_17	1590715051478	1590715051493	OK	 
REQUEST	457		request_17 Redirect 1	1590715051493	1590715051507	OK	 
REQUEST	968		CreateAirport	1590715051548	1590715051553	OK	 
REQUEST	458		request_17	1590715051575	1590715051585	OK	 
USER	AirlineCreateAirport	298	END	1590714951537	1590715051596
REQUEST	969		CreateAirport	1590715051655	1590715051661	OK	 
REQUEST	459		request_17	1590715051686	1590715051698	OK	 
REQUEST	970		CreateAirport	1590715051749	1590715051754	OK	 
REQUEST	459		request_17 Redirect 1	1590715051698	1590715051764	OK	 
USER	AirlineCreateAirport	299	END	1590714951639	1590715051765
REQUEST	460		request_17	1590715051785	1590715051800	OK	 
USER	AirlineCreateAirport	300	END	1590714951738	1590715051807
REQUEST	460		request_17 Redirect 1	1590715051801	1590715051808	OK	 
REQUEST	971		CreateAirport	1590715051859	1590715051864	OK	 
USER	AirlineCreateAirport	301	END	1590714951838	1590715051896
REQUEST	461		request_17	1590715051885	1590715051917	OK	 
REQUEST	972		CreateAirport	1590715051968	1590715051974	OK	 
USER	AirlineCreateAirport	302	END	1590714951927	1590715051979
REQUEST	462		request_17	1590715051979	1590715052004	OK	 
REQUEST	461		request_17 Redirect 1	1590715051917	1590715052032	OK	 
REQUEST	463		request_17	1590715052065	1590715052089	OK	 
REQUEST	973		CreateAirport	1590715052065	1590715052094	OK	 
REQUEST	463		request_17 Redirect 1	1590715052089	1590715052103	OK	 
REQUEST	462		request_17 Redirect 1	1590715052004	1590715052117	OK	 
REQUEST	974		CreateAirport	1590715052155	1590715052161	OK	 
REQUEST	464		request_17	1590715052166	1590715052179	OK	 
REQUEST	464		request_17 Redirect 1	1590715052180	1590715052186	OK	 
USER	AirlineCreateAirport	303	END	1590714952026	1590715052199
USER	AirlineCreateAirport	304	END	1590714952127	1590715052199
REQUEST	465		request_17	1590715052268	1590715052283	OK	 
REQUEST	975		CreateAirport	1590715052279	1590715052287	OK	 
REQUEST	465		request_17 Redirect 1	1590715052283	1590715052294	OK	 
REQUEST	976		CreateAirport	1590715052370	1590715052377	OK	 
REQUEST	466		request_17	1590715052375	1590715052392	OK	 
USER	AirlineCreateAirport	305	END	1590714952229	1590715052396
REQUEST	466		request_17 Redirect 1	1590715052392	1590715052403	OK	 
USER	AirlineCreateAirport	306	END	1590714952329	1590715052408
REQUEST	467		request_17	1590715052466	1590715052483	OK	 
REQUEST	977		CreateAirport	1590715052477	1590715052485	OK	 
REQUEST	467		request_17 Redirect 1	1590715052483	1590715052495	OK	 
USER	AirlineCreateAirport	307	END	1590714952425	1590715052509
REQUEST	978		CreateAirport	1590715052567	1590715052573	OK	 
REQUEST	468		request_17	1590715052578	1590715052591	OK	 
USER	AirlineCreateAirport	308	END	1590714952527	1590715052600
REQUEST	979		CreateAirport	1590715052669	1590715052675	OK	 
USER	AirlineCreateAirport	309	END	1590714952626	1590715052685
REQUEST	468		request_17 Redirect 1	1590715052591	1590715052699	OK	 
REQUEST	469		request_17	1590715052680	1590715052709	OK	 
REQUEST	469		request_17 Redirect 1	1590715052710	1590715052776	OK	 
REQUEST	980		CreateAirport	1590715052775	1590715052781	OK	 
REQUEST	470		request_17	1590715052775	1590715052800	OK	 
USER	AirlineCreateAirport	310	END	1590714952726	1590715052807
REQUEST	470		request_17 Redirect 1	1590715052800	1590715052877	OK	 
REQUEST	471		request_17	1590715052870	1590715052881	OK	 
REQUEST	981		CreateAirport	1590715052876	1590715052882	OK	 
USER	AirlineCreateAirport	311	END	1590714952827	1590715052888
REQUEST	982		CreateAirport	1590715052968	1590715052976	OK	 
REQUEST	472		request_17	1590715052990	1590715053006	OK	 
REQUEST	472		request_17 Redirect 1	1590715053006	1590715053014	OK	 
REQUEST	983		CreateAirport	1590715053049	1590715053056	OK	 
USER	AirlineCreateAirport	312	END	1590714952939	1590715053075
USER	AirlineCreateAirport	313	END	1590714953037	1590715053087
REQUEST	473		request_17	1590715053075	1590715053090	OK	 
REQUEST	473		request_17 Redirect 1	1590715053090	1590715053098	OK	 
REQUEST	984		CreateAirport	1590715053156	1590715053162	OK	 
REQUEST	474		request_17	1590715053188	1590715053197	OK	 
USER	AirlineCreateAirport	314	END	1590714953139	1590715053210
REQUEST	985		CreateAirport	1590715053257	1590715053263	OK	 
REQUEST	475		request_17	1590715053278	1590715053291	OK	 
REQUEST	475		request_17 Redirect 1	1590715053291	1590715053300	OK	 
REQUEST	986		CreateAirport	1590715053348	1590715053355	OK	 
USER	AirlineCreateAirport	316	END	1590714953338	1590715053386
REQUEST	476		request_17	1590715053396	1590715053410	OK	 
USER	AirlineCreateAirport	315	END	1590714953239	1590715053418
REQUEST	476		request_17 Redirect 1	1590715053410	1590715053419	OK	 
REQUEST	987		CreateAirport	1590715053460	1590715053464	OK	 
USER	AirlineCreateAirport	317	END	1590714953436	1590715053485
REQUEST	477		request_17	1590715053485	1590715053494	OK	 
REQUEST	988		CreateAirport	1590715053566	1590715053570	OK	 
REQUEST	478		request_17	1590715053577	1590715053592	OK	 
REQUEST	989		CreateAirport	1590715053665	1590715053669	OK	 
REQUEST	479		request_17	1590715053676	1590715053695	OK	 
USER	AirlineCreateAirport	319	END	1590714953639	1590715053697
REQUEST	478		request_17 Redirect 1	1590715053592	1590715053703	OK	 
USER	AirlineCreateAirport	318	END	1590714953537	1590715053729
REQUEST	990		CreateAirport	1590715053750	1590715053757	OK	 
REQUEST	480		request_17	1590715053775	1590715053799	OK	 
USER	AirlineCreateAirport	320	END	1590714953740	1590715053809
REQUEST	479		request_17 Redirect 1	1590715053695	1590715053812	OK	 
REQUEST	991		CreateAirport	1590715053855	1590715053862	OK	 
REQUEST	480		request_17 Redirect 1	1590715053799	1590715053866	OK	 
REQUEST	481		request_17	1590715053887	1590715053912	OK	 
REQUEST	992		CreateAirport	1590715053977	1590715053983	OK	 
USER	AirlineCreateAirport	321	END	1590714953839	1590715053998
REQUEST	482		request_17	1590715053977	1590715053999	OK	 
USER	AirlineCreateAirport	322	END	1590714953939	1590715054009
REQUEST	481		request_17 Redirect 1	1590715053912	1590715054015	OK	 
USER	AirlineCreateAirport	323	END	1590714954037	1590715054090
REQUEST	993		CreateAirport	1590715054095	1590715054101	OK	 
REQUEST	483		request_17	1590715054079	1590715054103	OK	 
REQUEST	482		request_17 Redirect 1	1590715053999	1590715054107	OK	 
REQUEST	483		request_17 Redirect 1	1590715054103	1590715054168	OK	 
REQUEST	994		CreateAirport	1590715054176	1590715054181	OK	 
REQUEST	484		request_17	1590715054176	1590715054189	OK	 
REQUEST	484		request_17 Redirect 1	1590715054189	1590715054196	OK	 
USER	AirlineCreateAirport	324	END	1590714954136	1590715054209
REQUEST	485		request_17	1590715054267	1590715054283	OK	 
REQUEST	485		request_17 Redirect 1	1590715054283	1590715054294	OK	 
REQUEST	995		CreateAirport	1590715054289	1590715054297	OK	 
REQUEST	996		CreateAirport	1590715054380	1590715054388	OK	 
REQUEST	486		request_17	1590715054369	1590715054394	OK	 
USER	AirlineCreateAirport	325	END	1590714954235	1590715054406
REQUEST	997		CreateAirport	1590715054465	1590715054471	OK	 
REQUEST	487		request_17	1590715054465	1590715054476	OK	 
USER	AirlineCreateAirport	327	END	1590714954437	1590715054497
REQUEST	486		request_17 Redirect 1	1590715054394	1590715054501	OK	 
USER	AirlineCreateAirport	326	END	1590714954337	1590715054508
REQUEST	998		CreateAirport	1590715054578	1590715054584	OK	 
REQUEST	488		request_17	1590715054589	1590715054602	OK	 
REQUEST	488		request_17 Redirect 1	1590715054602	1590715054610	OK	 
REQUEST	999		CreateAirport	1590715054685	1590715054691	OK	 
REQUEST	489		request_17	1590715054680	1590715054693	OK	 
USER	AirlineCreateAirport	329	END	1590714954637	1590715054706
USER	AirlineCreateAirport	328	END	1590714954536	1590715054716
REQUEST	1000		CreateAirport	1590715054770	1590715054777	OK	 
REQUEST	490		request_17	1590715054770	1590715054783	OK	 
USER	AirlineCreateAirport	330	END	1590714954734	1590715054785
REQUEST	490		request_17 Redirect 1	1590715054783	1590715054790	OK	 
REQUEST	491		request_17	1590715054866	1590715054874	OK	 
USER	AirlineCreateAirport	331	END	1590714954834	1590715054888
USER	AirlineCreateAirport	332	END	1590714954934	1590715054987
REQUEST	492		request_17	1590715054987	1590715055001	OK	 
REQUEST	493		request_17	1590715055077	1590715055089	OK	 
REQUEST	493		request_17 Redirect 1	1590715055089	1590715055096	OK	 
USER	AirlineCreateAirport	333	END	1590714955040	1590715055099
USER	AirlineCreateAirport	334	END	1590714955136	1590715055189
REQUEST	494		request_17	1590715055177	1590715055191	OK	 
REQUEST	495		request_17	1590715055278	1590715055295	OK	 
REQUEST	495		request_17 Redirect 1	1590715055295	1590715055365	OK	 
REQUEST	496		request_17	1590715055380	1590715055390	OK	 
USER	AirlineCreateAirport	335	END	1590714955237	1590715055406
USER	AirlineCreateAirport	336	END	1590714955334	1590715055450
REQUEST	497		request_17	1590715055475	1590715055483	OK	 
USER	AirlineCreateAirport	337	END	1590714955435	1590715055496
REQUEST	498		request_17	1590715055580	1590715055590	OK	 
USER	AirlineCreateAirport	338	END	1590714955536	1590715055605
USER	AirlineCreateAirport	339	END	1590714955638	1590715055685
REQUEST	499		request_17	1590715055680	1590715055689	OK	 
REQUEST	500		request_17	1590715055775	1590715055794	OK	 
USER	AirlineCreateAirport	340	END	1590714955739	1590715055796
USER	AirlineCreateAirport	341	END	1590714955834	1590715055896
REQUEST	501		request_17	1590715055886	1590715055899	OK	 
REQUEST	500		request_17 Redirect 1	1590715055794	1590715055914	OK	 
REQUEST	501		request_17 Redirect 1	1590715055899	1590715055916	OK	 
REQUEST	502		request_17	1590715055965	1590715055973	OK	 
USER	AirlineCreateAirport	342	END	1590714955936	1590715056075
REQUEST	503		request_17	1590715056075	1590715056089	OK	 
USER	AirlineCreateAirport	343	END	1590714956039	1590715056097
USER	AirlineCreateAirport	344	END	1590714956137	1590715056189
REQUEST	504		request_17	1590715056167	1590715056194	OK	 
REQUEST	503		request_17 Redirect 1	1590715056089	1590715056208	OK	 
REQUEST	505		request_17	1590715056259	1590715056275	OK	 
REQUEST	505		request_17 Redirect 1	1590715056275	1590715056284	OK	 
USER	AirlineCreateAirport	345	END	1590714956237	1590715056296
REQUEST	504		request_17 Redirect 1	1590715056194	1590715056307	OK	 
REQUEST	506		request_17	1590715056355	1590715056371	OK	 
REQUEST	506		request_17 Redirect 1	1590715056371	1590715056378	OK	 
USER	AirlineCreateAirport	346	END	1590714956337	1590715056388
REQUEST	507		request_17	1590715056467	1590715056487	OK	 
USER	AirlineCreateAirport	347	END	1590714956436	1590715056499
REQUEST	507		request_17 Redirect 1	1590715056487	1590715056551	OK	 
REQUEST	508		request_17	1590715056568	1590715056584	OK	 
REQUEST	508		request_17 Redirect 1	1590715056584	1590715056594	OK	 
USER	AirlineCreateAirport	348	END	1590714956536	1590715056659
REQUEST	509		request_17	1590715056659	1590715056668	OK	 
REQUEST	510		request_17	1590715056760	1590715056774	OK	 
REQUEST	510		request_17 Redirect 1	1590715056775	1590715056783	OK	 
USER	AirlineCreateAirport	350	END	1590714956736	1590715056787
USER	AirlineCreateAirport	349	END	1590714956638	1590715056797
USER	AirlineCreateAirport	351	END	1590714956836	1590715056886
REQUEST	511		request_17	1590715056870	1590715056887	OK	 
REQUEST	511		request_17 Redirect 1	1590715056887	1590715056893	OK	 
USER	AirlineCreateAirport	352	END	1590714956938	1590715056999
REQUEST	512		request_17	1590715056988	1590715057005	OK	 
REQUEST	512		request_17 Redirect 1	1590715057005	1590715057012	OK	 
REQUEST	513		request_17	1590715057078	1590715057092	OK	 
REQUEST	513		request_17 Redirect 1	1590715057092	1590715057163	OK	 
REQUEST	514		request_17	1590715057178	1590715057189	OK	 
USER	AirlineCreateAirport	353	END	1590714957037	1590715057237
USER	AirlineCreateAirport	354	END	1590714957137	1590715057295
USER	AirlineCreateAirport	355	END	1590714957236	1590715057306
REQUEST	515		request_17	1590715057280	1590715057309	OK	 
USER	AirlineCreateAirport	356	END	1590714957337	1590715057397
REQUEST	516		request_17	1590715057386	1590715057401	OK	 
REQUEST	516		request_17 Redirect 1	1590715057402	1590715057412	OK	 
REQUEST	515		request_17 Redirect 1	1590715057309	1590715057421	OK	 
REQUEST	517		request_17	1590715057488	1590715057506	OK	 
USER	AirlineCreateAirport	357	END	1590714957438	1590715057510
REQUEST	517		request_17 Redirect 1	1590715057506	1590715057516	OK	 
REQUEST	518		request_17	1590715057578	1590715057589	OK	 
USER	AirlineCreateAirport	358	END	1590714957539	1590715057610
REQUEST	519		request_17	1590715057688	1590715057697	OK	 
REQUEST	520		request_17	1590715057779	1590715057793	OK	 
REQUEST	520		request_17 Redirect 1	1590715057793	1590715057801	OK	 
USER	AirlineCreateAirport	360	END	1590714957735	1590715057805
USER	AirlineCreateAirport	359	END	1590714957639	1590715057848
REQUEST	521		request_17	1590715057880	1590715057902	OK	 
REQUEST	522		request_17	1590715057985	1590715057992	OK	 
REQUEST	521		request_17 Redirect 1	1590715057902	1590715058020	OK	 
USER	AirlineCreateAirport	361	END	1590714957839	1590715058028
USER	AirlineCreateAirport	362	END	1590714957918	1590715058039
USER	AirlineCreateAirport	363	END	1590714958019	1590715058076
REQUEST	523		request_17	1590715058076	1590715058110	OK	 
REQUEST	524		request_17	1590715058176	1590715058208	OK	 
REQUEST	523		request_17 Redirect 1	1590715058110	1590715058219	OK	 
REQUEST	524		request_17 Redirect 1	1590715058208	1590715058225	OK	 
USER	AirlineCreateAirport	364	END	1590714958118	1590715058239
USER	AirlineCreateAirport	365	END	1590714958214	1590715058278
REQUEST	525		request_17	1590715058289	1590715058308	OK	 
REQUEST	525		request_17 Redirect 1	1590715058308	1590715058317	OK	 
USER	AirlineCreateAirport	366	END	1590714958316	1590715058379
REQUEST	526		request_17	1590715058379	1590715058397	OK	 
REQUEST	526		request_17 Redirect 1	1590715058397	1590715058408	OK	 
USER	AirlineCreateAirport	367	END	1590714958414	1590715058478
REQUEST	527		request_17	1590715058488	1590715058502	OK	 
REQUEST	527		request_17 Redirect 1	1590715058502	1590715058511	OK	 
USER	AirlineCreateAirport	368	END	1590714958517	1590715058588
REQUEST	528		request_17	1590715058598	1590715058613	OK	 
REQUEST	528		request_17 Redirect 1	1590715058613	1590715058620	OK	 
REQUEST	529		request_17	1590715058686	1590715058699	OK	 
REQUEST	529		request_17 Redirect 1	1590715058699	1590715058706	OK	 
USER	AirlineCreateAirport	370	END	1590714958719	1590715058775
REQUEST	530		request_17	1590715058785	1590715058800	OK	 
USER	AirlineCreateAirport	369	END	1590714958619	1590715058807
REQUEST	530		request_17 Redirect 1	1590715058800	1590715058809	OK	 
REQUEST	531		request_17	1590715058875	1590715058884	OK	 
USER	AirlineCreateAirport	371	END	1590714958819	1590715058975
USER	AirlineCreateAirport	372	END	1590714958926	1590715058986
REQUEST	532		request_17	1590715058986	1590715058996	OK	 
USER	AirlineCreateAirport	373	END	1590714959029	1590715059086
REQUEST	533		request_17	1590715059097	1590715059115	OK	 
REQUEST	534		request_17	1590715059175	1590715059187	OK	 
REQUEST	534		request_17 Redirect 1	1590715059187	1590715059193	OK	 
REQUEST	533		request_17 Redirect 1	1590715059116	1590715059223	OK	 
REQUEST	535		request_17	1590715059265	1590715059296	OK	 
USER	AirlineCreateAirport	374	END	1590714959126	1590715059296
REQUEST	536		request_17	1590715059365	1590715059373	OK	 
USER	AirlineCreateAirport	376	END	1590714959330	1590715059386
USER	AirlineCreateAirport	375	END	1590714959229	1590715059408
REQUEST	535		request_17 Redirect 1	1590715059296	1590715059420	OK	 
REQUEST	537		request_17	1590715059477	1590715059488	OK	 
USER	AirlineCreateAirport	377	END	1590714959428	1590715059515
USER	AirlineCreateAirport	378	END	1590714959527	1590715059589
REQUEST	538		request_17	1590715059625	1590715059637	OK	 
REQUEST	538		request_17 Redirect 1	1590715059638	1590715059644	OK	 
USER	AirlineCreateAirport	379	END	1590714959626	1590715059689
REQUEST	539		request_17	1590715059700	1590715059718	OK	 
REQUEST	539		request_17 Redirect 1	1590715059718	1590715059778	OK	 
REQUEST	540		request_17	1590715059779	1590715059790	OK	 
REQUEST	540		request_17 Redirect 1	1590715059791	1590715059796	OK	 
USER	AirlineCreateAirport	381	END	1590714959824	1590715059888
USER	AirlineCreateAirport	380	END	1590714959724	1590715059900
REQUEST	541		request_17	1590715059888	1590715059904	OK	 
REQUEST	541		request_17 Redirect 1	1590715059904	1590715059912	OK	 
REQUEST	542		request_17	1590715059969	1590715059983	OK	 
REQUEST	542		request_17 Redirect 1	1590715059983	1590715059990	OK	 
REQUEST	543		request_17	1590715060069	1590715060083	OK	 
REQUEST	543		request_17 Redirect 1	1590715060084	1590715060090	OK	 
USER	AirlineCreateAirport	382	END	1590714959936	1590715060155
USER	AirlineCreateAirport	383	END	1590714960039	1590715060175
REQUEST	544		request_17	1590715060175	1590715060185	OK	 
REQUEST	545		request_17	1590715060265	1590715060277	OK	 
REQUEST	545		request_17 Redirect 1	1590715060277	1590715060283	OK	 
USER	AirlineCreateAirport	385	END	1590714960240	1590715060297
USER	AirlineCreateAirport	384	END	1590714960135	1590715060308
REQUEST	546		request_17	1590715060365	1590715060379	OK	 
REQUEST	547		request_17	1590715060465	1590715060477	OK	 
REQUEST	547		request_17 Redirect 1	1590715060477	1590715060483	OK	 
REQUEST	546		request_17 Redirect 1	1590715060379	1590715060496	OK	 
USER	AirlineCreateAirport	387	END	1590714960434	1590715060497
USER	AirlineCreateAirport	386	END	1590714960339	1590715060555
REQUEST	548		request_17	1590715060587	1590715060600	OK	 
REQUEST	548		request_17 Redirect 1	1590715060600	1590715060606	OK	 
USER	AirlineCreateAirport	388	END	1590714960536	1590715060608
REQUEST	549		request_17	1590715060666	1590715060679	OK	 
REQUEST	549		request_17 Redirect 1	1590715060679	1590715060684	OK	 
REQUEST	550		request_17	1590715060766	1590715060796	OK	 
USER	AirlineCreateAirport	390	END	1590714960738	1590715060799
USER	AirlineCreateAirport	389	END	1590714960638	1590715060815
REQUEST	551		request_17	1590715060867	1590715060880	OK	 
REQUEST	551		request_17 Redirect 1	1590715060880	1590715060886	OK	 
USER	AirlineCreateAirport	391	END	1590714960836	1590715060899
REQUEST	550		request_17 Redirect 1	1590715060796	1590715060936	OK	 
USER	AirlineCreateAirport	392	END	1590714960937	1590715060995
REQUEST	552		request_17	1590715060980	1590715060998	OK	 
USER	AirlineCreateAirport	393	END	1590714961040	1590715061095
REQUEST	553		request_17	1590715061085	1590715061098	OK	 
REQUEST	553		request_17 Redirect 1	1590715061098	1590715061105	OK	 
REQUEST	554		request_17	1590715061180	1590715061192	OK	 
REQUEST	554		request_17 Redirect 1	1590715061192	1590715061199	OK	 
REQUEST	555		request_17	1590715061277	1590715061292	OK	 
REQUEST	555		request_17 Redirect 1	1590715061292	1590715061298	OK	 
USER	AirlineCreateAirport	394	END	1590714961140	1590715061299
USER	AirlineCreateAirport	395	END	1590714961234	1590715061309
REQUEST	556		request_17	1590715061376	1590715061389	OK	 
REQUEST	556		request_17 Redirect 1	1590715061389	1590715061394	OK	 
REQUEST	557		request_17	1590715061478	1590715061504	OK	 
USER	AirlineCreateAirport	397	END	1590714961435	1590715061510
USER	AirlineCreateAirport	396	END	1590714961334	1590715061558
REQUEST	557		request_17 Redirect 1	1590715061504	1590715061580	OK	 
REQUEST	558		request_17	1590715061579	1590715061593	OK	 
REQUEST	558		request_17 Redirect 1	1590715061593	1590715061603	OK	 
USER	AirlineCreateAirport	398	END	1590714961534	1590715061669
REQUEST	559		request_17	1590715061680	1590715061693	OK	 
REQUEST	559		request_17 Redirect 1	1590715061693	1590715061699	OK	 
USER	AirlineCreateAirport	399	END	1590714961640	1590715061705
REQUEST	560		request_17	1590715061775	1590715061789	OK	 
REQUEST	560		request_17 Redirect 1	1590715061789	1590715061795	OK	 
USER	AirlineCreateAirport	400	END	1590714961734	1590715061886
REQUEST	561		request_17	1590715061875	1590715061886	OK	 
REQUEST	561		request_17 Redirect 1	1590715061886	1590715061997	OK	 
REQUEST	562		request_17	1590715061980	1590715062020	OK	 
USER	AirlineCreateAirport	401	END	1590714961835	1590715062027
REQUEST	563		request_17	1590715062069	1590715062082	OK	 
REQUEST	563		request_17 Redirect 1	1590715062082	1590715062089	OK	 
USER	AirlineCreateAirport	403	END	1590714962038	1590715062096
REQUEST	562		request_17 Redirect 1	1590715062021	1590715062097	OK	 
USER	AirlineCreateAirport	402	END	1590714961935	1590715062128
REQUEST	564		request_17	1590715062170	1590715062186	OK	 
REQUEST	564		request_17 Redirect 1	1590715062186	1590715062193	OK	 
REQUEST	565		request_17	1590715062285	1590715062303	OK	 
USER	AirlineCreateAirport	404	END	1590714962140	1590715062327
REQUEST	566		request_17	1590715062380	1590715062396	OK	 
REQUEST	566		request_17 Redirect 1	1590715062396	1590715062403	OK	 
REQUEST	565		request_17 Redirect 1	1590715062303	1590715062412	OK	 
USER	AirlineCreateAirport	405	END	1590714962240	1590715062416
USER	AirlineCreateAirport	406	END	1590714962339	1590715062427
REQUEST	567		request_17	1590715062479	1590715062495	OK	 
REQUEST	567		request_17 Redirect 1	1590715062495	1590715062503	OK	 
REQUEST	568		request_17	1590715062579	1590715062592	OK	 
USER	AirlineCreateAirport	408	END	1590714962540	1590715062609
USER	AirlineCreateAirport	407	END	1590714962439	1590715062625
REQUEST	569		request_17	1590715062678	1590715062691	OK	 
REQUEST	568		request_17 Redirect 1	1590715062592	1590715062760	OK	 
USER	AirlineCreateAirport	409	END	1590714962634	1590715062778
REQUEST	570		request_17	1590715062778	1590715062788	OK	 
REQUEST	569		request_17 Redirect 1	1590715062691	1590715062843	OK	 
REQUEST	571		request_17	1590715062877	1590715062890	OK	 
REQUEST	571		request_17 Redirect 1	1590715062890	1590715062897	OK	 
USER	AirlineCreateAirport	411	END	1590714962838	1590715062909
USER	AirlineCreateAirport	410	END	1590714962736	1590715062978
REQUEST	572		request_17	1590715062978	1590715062991	OK	 
REQUEST	572		request_17 Redirect 1	1590715062991	1590715062996	OK	 
USER	AirlineCreateAirport	412	END	1590714962928	1590715062999
REQUEST	573		request_17	1590715063067	1590715063078	OK	 
REQUEST	573		request_17 Redirect 1	1590715063078	1590715063084	OK	 
USER	AirlineCreateAirport	413	END	1590714963028	1590715063109
REQUEST	574		request_17	1590715063177	1590715063187	OK	 
USER	AirlineCreateAirport	414	END	1590714963127	1590715063198
REQUEST	575		request_17	1590715063265	1590715063279	OK	 
REQUEST	575		request_17 Redirect 1	1590715063279	1590715063286	OK	 
REQUEST	576		request_17	1590715063378	1590715063390	OK	 
USER	AirlineCreateAirport	416	END	1590714963324	1590715063399
USER	AirlineCreateAirport	415	END	1590714963227	1590715063410
REQUEST	577		request_17	1590715063478	1590715063487	OK	 
USER	AirlineCreateAirport	417	END	1590714963424	1590715063499
REQUEST	576		request_17 Redirect 1	1590715063390	1590715063504	OK	 
REQUEST	578		request_17	1590715063578	1590715063591	OK	 
REQUEST	578		request_17 Redirect 1	1590715063591	1590715063597	OK	 
USER	AirlineCreateAirport	419	END	1590714963628	1590715063686
REQUEST	579		request_17	1590715063676	1590715063688	OK	 
REQUEST	579		request_17 Redirect 1	1590715063688	1590715063694	OK	 
USER	AirlineCreateAirport	418	END	1590714963526	1590715063708
REQUEST	580		request_17	1590715063776	1590715063790	OK	 
REQUEST	580		request_17 Redirect 1	1590715063790	1590715063853	OK	 
REQUEST	581		request_17	1590715063866	1590715063876	OK	 
USER	AirlineCreateAirport	421	END	1590714963827	1590715063888
USER	AirlineCreateAirport	420	END	1590714963728	1590715063909
USER	AirlineCreateAirport	422	END	1590714963925	1590715063966
REQUEST	582		request_17	1590715063966	1590715063979	OK	 
REQUEST	582		request_17 Redirect 1	1590715063979	1590715063988	OK	 
REQUEST	583		request_17	1590715064066	1590715064080	OK	 
REQUEST	583		request_17 Redirect 1	1590715064080	1590715064087	OK	 
USER	AirlineCreateAirport	423	END	1590714964026	1590715064088
USER	AirlineCreateAirport	424	END	1590714964127	1590715064187
REQUEST	584		request_17	1590715064177	1590715064191	OK	 
REQUEST	585		request_17	1590715064266	1590715064277	OK	 
REQUEST	585		request_17 Redirect 1	1590715064277	1590715064284	OK	 
USER	AirlineCreateAirport	425	END	1590714964226	1590715064286
REQUEST	584		request_17 Redirect 1	1590715064191	1590715064302	OK	 
REQUEST	586		request_17	1590715064377	1590715064390	OK	 
REQUEST	586		request_17 Redirect 1	1590715064390	1590715064396	OK	 
USER	AirlineCreateAirport	426	END	1590714964327	1590715064455
REQUEST	587		request_17	1590715064476	1590715064490	OK	 
REQUEST	587		request_17 Redirect 1	1590715064490	1590715064567	OK	 
REQUEST	588		request_17	1590715064576	1590715064584	OK	 
USER	AirlineCreateAirport	428	END	1590714964527	1590715064597
USER	AirlineCreateAirport	427	END	1590714964426	1590715064617
REQUEST	589		request_17	1590715064675	1590715064688	OK	 
REQUEST	589		request_17 Redirect 1	1590715064688	1590715064695	OK	 
USER	AirlineCreateAirport	430	END	1590714964727	1590715064797
REQUEST	590		request_17	1590715064787	1590715064801	OK	 
REQUEST	590		request_17 Redirect 1	1590715064801	1590715064807	OK	 
USER	AirlineCreateAirport	429	END	1590714964627	1590715064809
USER	AirlineCreateAirport	431	END	1590714964828	1590715064877
REQUEST	591		request_17	1590715064877	1590715064883	OK	 
REQUEST	592		request_17	1590715064977	1590715064990	OK	 
USER	AirlineCreateAirport	432	END	1590714964930	1590715064998
REQUEST	593		request_17	1590715065065	1590715065079	OK	 
REQUEST	592		request_17 Redirect 1	1590715064990	1590715065083	OK	 
REQUEST	593		request_17 Redirect 1	1590715065079	1590715065088	OK	 
USER	AirlineCreateAirport	433	END	1590714965025	1590715065156
REQUEST	594		request_17	1590715065177	1590715065187	OK	 
USER	AirlineCreateAirport	434	END	1590714965125	1590715065198
REQUEST	595		request_17	1590715065266	1590715065280	OK	 
