ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AerolineaCreaAeropuertoCSV	aerolineacreaaeropuertocsv	1590714919533	 	3.3.1
REQUEST	646		request_10	1590715012340	1590715012344	OK	 
REQUEST	646		request_10 Redirect 1	1590715012345	1590715012350	OK	 
REQUEST	836		LoginAirline	1590715012355	1590715012358	OK	 
REQUEST	836		request_9	1590715012359	1590715012361	OK	 
REQUEST	576		CreateAirport	1590715012366	1590715012371	OK	 
REQUEST	66		request_17	1590715012389	1590715012402	OK	 
REQUEST	66		request_17 Redirect 1	1590715012402	1590715012410	OK	 
USER	AirlineCreateAirport	907	START	1590715012426	1590715012426
REQUEST	907		Home	1590715012426	1590715012432	OK	 
REQUEST	647		request_10	1590715012448	1590715012452	OK	 
REQUEST	647		request_10 Redirect 1	1590715012452	1590715012456	OK	 
REQUEST	837		LoginAirline	1590715012459	1590715012462	OK	 
REQUEST	837		request_9	1590715012463	1590715012466	OK	 
REQUEST	577		CreateAirport	1590715012470	1590715012477	OK	 
REQUEST	67		request_17	1590715012475	1590715012486	OK	 
USER	AirlineCreateAirport	908	START	1590715012529	1590715012529
REQUEST	908		Home	1590715012529	1590715012536	OK	 
REQUEST	838		LoginAirline	1590715012555	1590715012557	OK	 
REQUEST	838		request_9	1590715012558	1590715012560	OK	 
REQUEST	648		request_10	1590715012565	1590715012570	OK	 
REQUEST	578		CreateAirport	1590715012565	1590715012573	OK	 
REQUEST	648		request_10 Redirect 1	1590715012570	1590715012575	OK	 
REQUEST	67		request_17 Redirect 1	1590715012486	1590715012599	OK	 
REQUEST	68		request_17	1590715012587	1590715012600	OK	 
USER	AirlineCreateAirport	909	START	1590715012630	1590715012630
REQUEST	909		Home	1590715012630	1590715012635	OK	 
REQUEST	649		request_10	1590715012645	1590715012650	OK	 
REQUEST	649		request_10 Redirect 1	1590715012651	1590715012656	OK	 
REQUEST	839		LoginAirline	1590715012656	1590715012659	OK	 
REQUEST	839		request_9	1590715012660	1590715012663	OK	 
REQUEST	579		CreateAirport	1590715012656	1590715012664	OK	 
REQUEST	69		request_17	1590715012677	1590715012689	OK	 
REQUEST	69		request_17 Redirect 1	1590715012689	1590715012695	OK	 
REQUEST	68		request_17 Redirect 1	1590715012600	1590715012705	OK	 
USER	AirlineCreateAirport	910	START	1590715012730	1590715012730
REQUEST	910		Home	1590715012730	1590715012735	OK	 
REQUEST	650		request_10	1590715012735	1590715012740	OK	 
REQUEST	650		request_10 Redirect 1	1590715012740	1590715012743	OK	 
REQUEST	840		LoginAirline	1590715012756	1590715012761	OK	 
REQUEST	840		request_9	1590715012761	1590715012764	OK	 
REQUEST	580		CreateAirport	1590715012756	1590715012765	OK	 
REQUEST	70		request_17	1590715012778	1590715012789	OK	 
USER	AirlineCreateAirport	911	START	1590715012825	1590715012825
REQUEST	911		Home	1590715012825	1590715012829	OK	 
REQUEST	841		LoginAirline	1590715012856	1590715012859	OK	 
REQUEST	841		request_9	1590715012859	1590715012862	OK	 
REQUEST	651		request_10	1590715012867	1590715012871	OK	 
REQUEST	581		CreateAirport	1590715012867	1590715012874	OK	 
REQUEST	651		request_10 Redirect 1	1590715012872	1590715012876	OK	 
REQUEST	71		request_17	1590715012878	1590715012893	OK	 
REQUEST	70		request_17 Redirect 1	1590715012789	1590715012903	OK	 
REQUEST	71		request_17 Redirect 1	1590715012893	1590715012905	OK	 
USER	AirlineCreateAirport	912	START	1590715012936	1590715012936
REQUEST	912		Home	1590715012936	1590715012941	OK	 
REQUEST	842		LoginAirline	1590715012947	1590715012950	OK	 
REQUEST	842		request_9	1590715012950	1590715012952	OK	 
REQUEST	652		request_10	1590715012968	1590715012973	OK	 
REQUEST	582		CreateAirport	1590715012968	1590715012975	OK	 
REQUEST	652		request_10 Redirect 1	1590715012973	1590715012977	OK	 
REQUEST	72		request_17	1590715012979	1590715012991	OK	 
USER	AirlineCreateAirport	913	START	1590715013037	1590715013037
REQUEST	913		Home	1590715013037	1590715013042	OK	 
REQUEST	843		LoginAirline	1590715013048	1590715013050	OK	 
REQUEST	843		request_9	1590715013051	1590715013053	OK	 
REQUEST	583		CreateAirport	1590715013059	1590715013064	OK	 
REQUEST	653		request_10	1590715013069	1590715013073	OK	 
REQUEST	653		request_10 Redirect 1	1590715013074	1590715013077	OK	 
REQUEST	73		request_17	1590715013085	1590715013100	OK	 
REQUEST	72		request_17 Redirect 1	1590715012991	1590715013106	OK	 
REQUEST	73		request_17 Redirect 1	1590715013100	1590715013109	OK	 
USER	AirlineCreateAirport	914	START	1590715013139	1590715013139
REQUEST	914		Home	1590715013139	1590715013144	OK	 
REQUEST	844		LoginAirline	1590715013150	1590715013152	OK	 
REQUEST	844		request_9	1590715013152	1590715013154	OK	 
REQUEST	654		request_10	1590715013165	1590715013169	OK	 
REQUEST	584		CreateAirport	1590715013165	1590715013171	OK	 
REQUEST	654		request_10 Redirect 1	1590715013169	1590715013173	OK	 
REQUEST	74		request_17	1590715013186	1590715013200	OK	 
REQUEST	74		request_17 Redirect 1	1590715013200	1590715013209	OK	 
USER	AirlineCreateAirport	915	START	1590715013240	1590715013240
REQUEST	915		Home	1590715013241	1590715013246	OK	 
REQUEST	845		LoginAirline	1590715013245	1590715013248	OK	 
REQUEST	845		request_9	1590715013248	1590715013251	OK	 
REQUEST	655		request_10	1590715013266	1590715013272	OK	 
REQUEST	585		CreateAirport	1590715013266	1590715013274	OK	 
REQUEST	655		request_10 Redirect 1	1590715013272	1590715013277	OK	 
REQUEST	75		request_17	1590715013288	1590715013298	OK	 
USER	AirlineCreateAirport	916	START	1590715013335	1590715013335
REQUEST	916		Home	1590715013335	1590715013341	OK	 
REQUEST	846		LoginAirline	1590715013346	1590715013349	OK	 
REQUEST	846		request_9	1590715013350	1590715013352	OK	 
REQUEST	586		CreateAirport	1590715013357	1590715013363	OK	 
REQUEST	75		request_17 Redirect 1	1590715013298	1590715013364	OK	 
REQUEST	656		request_10	1590715013367	1590715013372	OK	 
REQUEST	656		request_10 Redirect 1	1590715013372	1590715013375	OK	 
REQUEST	76		request_17	1590715013378	1590715013391	OK	 
REQUEST	76		request_17 Redirect 1	1590715013391	1590715013398	OK	 
USER	AirlineCreateAirport	917	START	1590715013434	1590715013434
REQUEST	917		Home	1590715013435	1590715013440	OK	 
REQUEST	847		LoginAirline	1590715013456	1590715013459	OK	 
REQUEST	847		request_9	1590715013459	1590715013463	OK	 
REQUEST	657		request_10	1590715013467	1590715013480	OK	 
REQUEST	587		CreateAirport	1590715013468	1590715013481	OK	 
REQUEST	657		request_10 Redirect 1	1590715013481	1590715013486	OK	 
REQUEST	77		request_17	1590715013484	1590715013497	OK	 
USER	AirlineCreateAirport	918	START	1590715013540	1590715013540
REQUEST	918		Home	1590715013540	1590715013545	OK	 
REQUEST	848		LoginAirline	1590715013555	1590715013558	OK	 
REQUEST	848		request_9	1590715013558	1590715013561	OK	 
REQUEST	77		request_17 Redirect 1	1590715013497	1590715013564	OK	 
REQUEST	658		request_10	1590715013565	1590715013569	OK	 
REQUEST	658		request_10 Redirect 1	1590715013570	1590715013573	OK	 
REQUEST	588		CreateAirport	1590715013576	1590715013584	OK	 
REQUEST	78		request_17	1590715013588	1590715013599	OK	 
REQUEST	78		request_17 Redirect 1	1590715013599	1590715013604	OK	 
USER	AirlineCreateAirport	919	START	1590715013634	1590715013634
REQUEST	919		Home	1590715013635	1590715013639	OK	 
REQUEST	849		LoginAirline	1590715013645	1590715013647	OK	 
REQUEST	849		request_9	1590715013647	1590715013649	OK	 
REQUEST	659		request_10	1590715013666	1590715013671	OK	 
REQUEST	589		CreateAirport	1590715013666	1590715013674	OK	 
REQUEST	659		request_10 Redirect 1	1590715013672	1590715013677	OK	 
REQUEST	79		request_17	1590715013688	1590715013699	OK	 
REQUEST	79		request_17 Redirect 1	1590715013699	1590715013705	OK	 
USER	AirlineCreateAirport	920	START	1590715013739	1590715013739
REQUEST	920		Home	1590715013740	1590715013744	OK	 
REQUEST	850		LoginAirline	1590715013750	1590715013752	OK	 
REQUEST	850		request_9	1590715013753	1590715013755	OK	 
REQUEST	660		request_10	1590715013765	1590715013770	OK	 
REQUEST	660		request_10 Redirect 1	1590715013770	1590715013774	OK	 
REQUEST	590		CreateAirport	1590715013775	1590715013783	OK	 
REQUEST	80		request_17	1590715013798	1590715013809	OK	 
REQUEST	80		request_17 Redirect 1	1590715013809	1590715013815	OK	 
USER	AirlineCreateAirport	921	START	1590715013839	1590715013839
REQUEST	921		Home	1590715013840	1590715013845	OK	 
REQUEST	851		LoginAirline	1590715013850	1590715013853	OK	 
REQUEST	851		request_9	1590715013853	1590715013856	OK	 
REQUEST	661		request_10	1590715013865	1590715013869	OK	 
REQUEST	661		request_10 Redirect 1	1590715013869	1590715013873	OK	 
REQUEST	591		CreateAirport	1590715013875	1590715013882	OK	 
REQUEST	81		request_17	1590715013886	1590715013898	OK	 
USER	AirlineCreateAirport	922	START	1590715013919	1590715013919
REQUEST	922		Home	1590715013919	1590715013924	OK	 
REQUEST	852		LoginAirline	1590715013935	1590715013937	OK	 
REQUEST	852		request_9	1590715013938	1590715013940	OK	 
REQUEST	662		request_10	1590715013956	1590715013961	OK	 
REQUEST	662		request_10 Redirect 1	1590715013961	1590715013965	OK	 
REQUEST	592		CreateAirport	1590715013966	1590715013971	OK	 
REQUEST	82		request_17	1590715013988	1590715014002	OK	 
REQUEST	81		request_17 Redirect 1	1590715013898	1590715014009	OK	 
REQUEST	82		request_17 Redirect 1	1590715014002	1590715014013	OK	 
USER	AirlineCreateAirport	923	START	1590715014014	1590715014014
REQUEST	923		Home	1590715014015	1590715014019	OK	 
REQUEST	853		LoginAirline	1590715014046	1590715014049	OK	 
REQUEST	853		request_9	1590715014049	1590715014052	OK	 
REQUEST	663		request_10	1590715014057	1590715014061	OK	 
REQUEST	663		request_10 Redirect 1	1590715014061	1590715014065	OK	 
REQUEST	593		CreateAirport	1590715014067	1590715014071	OK	 
REQUEST	83		request_17	1590715014099	1590715014111	OK	 
USER	AirlineCreateAirport	924	START	1590715014114	1590715014114
REQUEST	924		Home	1590715014115	1590715014119	OK	 
REQUEST	83		request_17 Redirect 1	1590715014112	1590715014119	OK	 
REQUEST	854		LoginAirline	1590715014145	1590715014148	OK	 
REQUEST	854		request_9	1590715014148	1590715014151	OK	 
REQUEST	664		request_10	1590715014167	1590715014172	OK	 
REQUEST	664		request_10 Redirect 1	1590715014172	1590715014176	OK	 
REQUEST	594		CreateAirport	1590715014178	1590715014185	OK	 
REQUEST	84		request_17	1590715014179	1590715014189	OK	 
USER	AirlineCreateAirport	925	START	1590715014214	1590715014214
REQUEST	925		Home	1590715014215	1590715014220	OK	 
REQUEST	855		LoginAirline	1590715014235	1590715014238	OK	 
REQUEST	855		request_9	1590715014239	1590715014240	OK	 
REQUEST	665		request_10	1590715014256	1590715014261	OK	 
REQUEST	595		CreateAirport	1590715014256	1590715014265	OK	 
REQUEST	665		request_10 Redirect 1	1590715014261	1590715014267	OK	 
REQUEST	85		request_17	1590715014278	1590715014291	OK	 
REQUEST	84		request_17 Redirect 1	1590715014189	1590715014305	OK	 
USER	AirlineCreateAirport	926	START	1590715014315	1590715014315
REQUEST	926		Home	1590715014315	1590715014320	OK	 
REQUEST	856		LoginAirline	1590715014337	1590715014339	OK	 
REQUEST	856		request_9	1590715014340	1590715014342	OK	 
REQUEST	666		request_10	1590715014368	1590715014373	OK	 
REQUEST	596		CreateAirport	1590715014368	1590715014376	OK	 
REQUEST	666		request_10 Redirect 1	1590715014373	1590715014378	OK	 
REQUEST	86		request_17	1590715014390	1590715014401	OK	 
REQUEST	85		request_17 Redirect 1	1590715014291	1590715014408	OK	 
REQUEST	86		request_17 Redirect 1	1590715014401	1590715014409	OK	 
USER	AirlineCreateAirport	927	START	1590715014416	1590715014416
REQUEST	927		Home	1590715014416	1590715014420	OK	 
REQUEST	857		LoginAirline	1590715014438	1590715014440	OK	 
REQUEST	857		request_9	1590715014441	1590715014443	OK	 
REQUEST	667		request_10	1590715014459	1590715014464	OK	 
REQUEST	597		CreateAirport	1590715014459	1590715014467	OK	 
REQUEST	667		request_10 Redirect 1	1590715014464	1590715014467	OK	 
REQUEST	87		request_17	1590715014485	1590715014498	OK	 
USER	AirlineCreateAirport	928	START	1590715014516	1590715014516
REQUEST	928		Home	1590715014517	1590715014521	OK	 
REQUEST	858		LoginAirline	1590715014538	1590715014541	OK	 
REQUEST	858		request_9	1590715014541	1590715014543	OK	 
REQUEST	87		request_17 Redirect 1	1590715014498	1590715014563	OK	 
REQUEST	668		request_10	1590715014565	1590715014569	OK	 
REQUEST	668		request_10 Redirect 1	1590715014569	1590715014572	OK	 
REQUEST	598		CreateAirport	1590715014575	1590715014579	OK	 
REQUEST	88		request_17	1590715014585	1590715014598	OK	 
USER	AirlineCreateAirport	929	START	1590715014617	1590715014617
REQUEST	929		Home	1590715014617	1590715014622	OK	 
REQUEST	859		LoginAirline	1590715014639	1590715014642	OK	 
REQUEST	859		request_9	1590715014642	1590715014644	OK	 
REQUEST	669		request_10	1590715014665	1590715014670	OK	 
REQUEST	88		request_17 Redirect 1	1590715014598	1590715014673	OK	 
REQUEST	669		request_10 Redirect 1	1590715014670	1590715014676	OK	 
REQUEST	89		request_17	1590715014685	1590715014693	OK	 
USER	AirlineCreateAirport	930	START	1590715014716	1590715014716
REQUEST	930		Home	1590715014716	1590715014721	OK	 
REQUEST	860		LoginAirline	1590715014747	1590715014750	OK	 
REQUEST	860		request_9	1590715014750	1590715014752	OK	 
REQUEST	670		request_10	1590715014769	1590715014774	OK	 
REQUEST	670		request_10 Redirect 1	1590715014774	1590715014778	OK	 
REQUEST	90		request_17	1590715014785	1590715014796	OK	 
REQUEST	90		request_17 Redirect 1	1590715014796	1590715014802	OK	 
USER	AirlineCreateAirport	931	START	1590715014816	1590715014816
REQUEST	931		Home	1590715014816	1590715014821	OK	 
REQUEST	861		LoginAirline	1590715014838	1590715014841	OK	 
REQUEST	861		request_9	1590715014842	1590715014845	OK	 
REQUEST	671		request_10	1590715014870	1590715014874	OK	 
REQUEST	671		request_10 Redirect 1	1590715014874	1590715014879	OK	 
REQUEST	91		request_17	1590715014875	1590715014887	OK	 
USER	AirlineCreateAirport	932	START	1590715014938	1590715014938
REQUEST	862		LoginAirline	1590715014938	1590715014941	OK	 
REQUEST	932		Home	1590715014938	1590715014944	OK	 
REQUEST	862		request_9	1590715014941	1590715014945	OK	 
REQUEST	91		request_17 Redirect 1	1590715014888	1590715014954	OK	 
REQUEST	672		request_10	1590715014959	1590715014964	OK	 
REQUEST	672		request_10 Redirect 1	1590715014964	1590715014967	OK	 
REQUEST	92		request_17	1590715014980	1590715014992	OK	 
USER	AirlineCreateAirport	933	START	1590715015038	1590715015038
REQUEST	933		Home	1590715015039	1590715015043	OK	 
REQUEST	92		request_17 Redirect 1	1590715014992	1590715015059	OK	 
REQUEST	673		request_10	1590715015060	1590715015065	OK	 
REQUEST	673		request_10 Redirect 1	1590715015065	1590715015068	OK	 
REQUEST	93		request_17	1590715015085	1590715015097	OK	 
REQUEST	863		LoginAirline	1590715015107	1590715015109	OK	 
REQUEST	863		request_9	1590715015110	1590715015112	OK	 
USER	AirlineCreateAirport	934	START	1590715015139	1590715015139
REQUEST	864		LoginAirline	1590715015139	1590715015142	OK	 
REQUEST	934		Home	1590715015139	1590715015145	OK	 
REQUEST	864		request_9	1590715015143	1590715015146	OK	 
REQUEST	674		request_10	1590715015155	1590715015159	OK	 
REQUEST	674		request_10 Redirect 1	1590715015159	1590715015163	OK	 
REQUEST	94		request_17	1590715015175	1590715015188	OK	 
USER	AirlineCreateAirport	935	START	1590715015238	1590715015238
REQUEST	935		Home	1590715015239	1590715015244	OK	 
REQUEST	865		LoginAirline	1590715015249	1590715015253	OK	 
REQUEST	865		request_9	1590715015253	1590715015256	OK	 
REQUEST	675		request_10	1590715015260	1590715015267	OK	 
REQUEST	675		request_10 Redirect 1	1590715015267	1590715015272	OK	 
REQUEST	94		request_17 Redirect 1	1590715015188	1590715015274	OK	 
REQUEST	93		request_17 Redirect 1	1590715015097	1590715015275	OK	 
REQUEST	95		request_17	1590715015276	1590715015288	OK	 
USER	AirlineCreateAirport	936	START	1590715015334	1590715015334
REQUEST	866		LoginAirline	1590715015335	1590715015338	OK	 
REQUEST	866		request_9	1590715015338	1590715015341	OK	 
REQUEST	936		Home	1590715015335	1590715015341	OK	 
REQUEST	676		request_10	1590715015345	1590715015349	OK	 
REQUEST	676		request_10 Redirect 1	1590715015349	1590715015353	OK	 
REQUEST	95		request_17 Redirect 1	1590715015288	1590715015372	OK	 
REQUEST	96		request_17	1590715015389	1590715015402	OK	 
USER	AirlineCreateAirport	937	START	1590715015435	1590715015435
REQUEST	867		LoginAirline	1590715015435	1590715015438	OK	 
REQUEST	937		Home	1590715015435	1590715015441	OK	 
REQUEST	867		request_9	1590715015439	1590715015441	OK	 
REQUEST	677		request_10	1590715015456	1590715015460	OK	 
REQUEST	677		request_10 Redirect 1	1590715015460	1590715015464	OK	 
REQUEST	97		request_17	1590715015489	1590715015500	OK	 
REQUEST	97		request_17 Redirect 1	1590715015500	1590715015506	OK	 
USER	AirlineCreateAirport	938	START	1590715015535	1590715015535
REQUEST	938		Home	1590715015535	1590715015541	OK	 
REQUEST	599		CreateAirport	1590715015546	1590715015553	OK	 
REQUEST	868		LoginAirline	1590715015557	1590715015561	OK	 
REQUEST	678		request_10	1590715015557	1590715015563	OK	 
REQUEST	868		request_9	1590715015561	1590715015564	OK	 
REQUEST	678		request_10 Redirect 1	1590715015563	1590715015567	OK	 
REQUEST	602		CreateAirport	1590715015579	1590715015585	OK	 
REQUEST	600		CreateAirport	1590715015579	1590715015586	OK	 
REQUEST	601		CreateAirport	1590715015590	1590715015598	OK	 
REQUEST	98		request_17	1590715015590	1590715015606	OK	 
REQUEST	604		CreateAirport	1590715015636	1590715015644	OK	 
REQUEST	607		CreateAirport	1590715015636	1590715015648	OK	 
REQUEST	603		CreateAirport	1590715015640	1590715015650	OK	 
REQUEST	606		CreateAirport	1590715015641	1590715015664	OK	 
USER	AirlineCreateAirport	939	START	1590715015653	1590715015653
REQUEST	939		Home	1590715015664	1590715015677	OK	 
REQUEST	679		request_10	1590715015669	1590715015681	OK	 
REQUEST	605		CreateAirport	1590715015665	1590715015682	OK	 
REQUEST	609		CreateAirport	1590715015667	1590715015685	OK	 
REQUEST	608		CreateAirport	1590715015667	1590715015685	OK	 
REQUEST	679		request_10 Redirect 1	1590715015681	1590715015689	OK	 
REQUEST	869		LoginAirline	1590715015690	1590715015693	OK	 
