ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AirlineConsultaVuelo	airlineconsultavuelo	1588727335374	 	3.3.1
REQUEST	3462		ListMyFlights	1588727455859	1588727455860	OK	 
REQUEST	3462		ListMyFlights Redirect 1	1588727455860	1588727455861	OK	 
REQUEST	3461		ListMyFlights	1588727455859	1588727455861	OK	 
REQUEST	4911		AirlineLogged	1588727455859	1588727455862	OK	 
REQUEST	2711		ShowFlight	1588727455859	1588727455862	OK	 
REQUEST	3461		ListMyFlights Redirect 1	1588727455862	1588727455863	OK	 
REQUEST	4911		AirlineLogged Redirect 1	1588727455862	1588727455863	OK	 
USER	AirlineConsultaVuelo	2311	END	1588727382828	1588727455870
REQUEST	4912		AirlineLogged	1588727455870	1588727455871	OK	 
REQUEST	4912		AirlineLogged Redirect 1	1588727455871	1588727455872	OK	 
REQUEST	2712		ShowFlight	1588727455870	1588727455872	OK	 
USER	AirlineConsultaVuelo	2312	END	1588727382849	1588727455880
REQUEST	2713		ShowFlight	1588727455880	1588727455882	OK	 
USER	AirlineConsultaVuelo	2313	END	1588727382870	1588727455901
REQUEST	3463		ListMyFlights	1588727455901	1588727455902	OK	 
REQUEST	4913		AirlineLogged	1588727455901	1588727455902	OK	 
REQUEST	3463		ListMyFlights Redirect 1	1588727455902	1588727455903	OK	 
REQUEST	4913		AirlineLogged Redirect 1	1588727455902	1588727455903	OK	 
REQUEST	2714		ShowFlight	1588727455911	1588727455913	OK	 
REQUEST	3464		ListMyFlights	1588727455922	1588727455923	OK	 
REQUEST	4914		AirlineLogged	1588727455922	1588727455923	OK	 
REQUEST	3464		ListMyFlights Redirect 1	1588727455923	1588727455924	OK	 
REQUEST	4914		AirlineLogged Redirect 1	1588727455923	1588727455924	OK	 
USER	AirlineConsultaVuelo	2314	END	1588727382890	1588727455926
REQUEST	4915		AirlineLogged	1588727455926	1588727455927	OK	 
REQUEST	4915		AirlineLogged Redirect 1	1588727455927	1588727455928	OK	 
REQUEST	2715		ShowFlight	1588727455926	1588727455929	OK	 
USER	AirlineConsultaVuelo	2315	END	1588727382906	1588727455937
REQUEST	4916		AirlineLogged	1588727455937	1588727455938	OK	 
REQUEST	4916		AirlineLogged Redirect 1	1588727455938	1588727455939	OK	 
REQUEST	3465		ListMyFlights	1588727455937	1588727455950	OK	 
USER	AirlineConsultaVuelo	2316	END	1588727382928	1588727455950
REQUEST	3465		ListMyFlights Redirect 1	1588727455950	1588727455951	OK	 
REQUEST	3466		ListMyFlights	1588727455950	1588727455952	OK	 
REQUEST	3466		ListMyFlights Redirect 1	1588727455952	1588727455953	OK	 
REQUEST	2716		ShowFlight	1588727455950	1588727455953	OK	 
REQUEST	2717		ShowFlight	1588727455960	1588727455962	OK	 
USER	AirlineConsultaVuelo	2317	END	1588727382950	1588727455982
REQUEST	4917		AirlineLogged	1588727455982	1588727455983	OK	 
REQUEST	3467		ListMyFlights	1588727455982	1588727455984	OK	 
REQUEST	4917		AirlineLogged Redirect 1	1588727455983	1588727455985	OK	 
REQUEST	3467		ListMyFlights Redirect 1	1588727455984	1588727455985	OK	 
USER	AirlineConsultaVuelo	2318	END	1588727382972	1588727455997
REQUEST	3468		ListMyFlights	1588727455997	1588727455998	OK	 
REQUEST	4918		AirlineLogged	1588727455997	1588727455999	OK	 
REQUEST	3468		ListMyFlights Redirect 1	1588727455998	1588727456000	OK	 
REQUEST	4918		AirlineLogged Redirect 1	1588727455999	1588727456000	OK	 
REQUEST	2718		ShowFlight	1588727456008	1588727456010	OK	 
REQUEST	2719		ShowFlight	1588727456008	1588727456011	OK	 
USER	AirlineConsultaVuelo	2319	END	1588727382987	1588727456018
REQUEST	3469		ListMyFlights	1588727456018	1588727456019	OK	 
REQUEST	4919		AirlineLogged	1588727456018	1588727456019	OK	 
REQUEST	4919		AirlineLogged Redirect 1	1588727456019	1588727456020	OK	 
REQUEST	3469		ListMyFlights Redirect 1	1588727456019	1588727456020	OK	 
USER	AirlineConsultaVuelo	2320	END	1588727383009	1588727456029
REQUEST	4920		AirlineLogged	1588727456029	1588727456030	OK	 
REQUEST	4920		AirlineLogged Redirect 1	1588727456030	1588727456031	OK	 
REQUEST	2720		ShowFlight	1588727456029	1588727456032	OK	 
REQUEST	3470		ListMyFlights	1588727456040	1588727456041	OK	 
REQUEST	3470		ListMyFlights Redirect 1	1588727456041	1588727456041	OK	 
USER	AirlineConsultaVuelo	2321	END	1588727383031	1588727456051
REQUEST	4921		AirlineLogged	1588727456051	1588727456052	OK	 
REQUEST	4921		AirlineLogged Redirect 1	1588727456052	1588727456053	OK	 
REQUEST	2721		ShowFlight	1588727456051	1588727456053	OK	 
REQUEST	3471		ListMyFlights	1588727456062	1588727456063	OK	 
REQUEST	3471		ListMyFlights Redirect 1	1588727456063	1588727456063	OK	 
USER	AirlineConsultaVuelo	2322	END	1588727383046	1588727456077
REQUEST	3472		ListMyFlights	1588727456076	1588727456078	OK	 
REQUEST	4922		AirlineLogged	1588727456077	1588727456079	OK	 
REQUEST	2722		ShowFlight	1588727456076	1588727456079	OK	 
REQUEST	3472		ListMyFlights Redirect 1	1588727456078	1588727456080	OK	 
REQUEST	4922		AirlineLogged Redirect 1	1588727456079	1588727456080	OK	 
REQUEST	2723		ShowFlight	1588727456086	1588727456089	OK	 
USER	AirlineConsultaVuelo	2323	END	1588727383066	1588727456098
REQUEST	4923		AirlineLogged	1588727456098	1588727456099	OK	 
REQUEST	3473		ListMyFlights	1588727456098	1588727456100	OK	 
REQUEST	4923		AirlineLogged Redirect 1	1588727456099	1588727456100	OK	 
REQUEST	3473		ListMyFlights Redirect 1	1588727456100	1588727456101	OK	 
REQUEST	4924		AirlineLogged	1588727456107	1588727456108	OK	 
REQUEST	4924		AirlineLogged Redirect 1	1588727456108	1588727456109	OK	 
REQUEST	2724		ShowFlight	1588727456107	1588727456110	OK	 
USER	AirlineConsultaVuelo	2324	END	1588727383089	1588727456118
REQUEST	3475		ListMyFlights	1588727456118	1588727456119	OK	 
REQUEST	3475		ListMyFlights Redirect 1	1588727456119	1588727456120	OK	 
REQUEST	3474		ListMyFlights	1588727456118	1588727456120	OK	 
REQUEST	3474		ListMyFlights Redirect 1	1588727456120	1588727456121	OK	 
REQUEST	2725		ShowFlight	1588727456129	1588727456130	OK	 
USER	AirlineConsultaVuelo	2325	END	1588727383111	1588727456140
REQUEST	3476		ListMyFlights	1588727456151	1588727456152	OK	 
REQUEST	4925		AirlineLogged	1588727456151	1588727456152	OK	 
REQUEST	2726		ShowFlight	1588727456151	1588727456153	OK	 
REQUEST	3476		ListMyFlights Redirect 1	1588727456152	1588727456154	OK	 
REQUEST	4925		AirlineLogged Redirect 1	1588727456152	1588727456154	OK	 
USER	AirlineConsultaVuelo	2326	END	1588727383132	1588727456162
REQUEST	4926		AirlineLogged	1588727456162	1588727456162	OK	 
REQUEST	4926		AirlineLogged Redirect 1	1588727456163	1588727456164	OK	 
REQUEST	2727		ShowFlight	1588727456162	1588727456164	OK	 
USER	AirlineConsultaVuelo	2327	END	1588727383146	1588727456166
REQUEST	3477		ListMyFlights	1588727456176	1588727456178	OK	 
REQUEST	4927		AirlineLogged	1588727456176	1588727456178	OK	 
REQUEST	3477		ListMyFlights Redirect 1	1588727456178	1588727456179	OK	 
REQUEST	4927		AirlineLogged Redirect 1	1588727456178	1588727456179	OK	 
REQUEST	4928		AirlineLogged	1588727456187	1588727456188	OK	 
REQUEST	4928		AirlineLogged Redirect 1	1588727456188	1588727456189	OK	 
REQUEST	2728		ShowFlight	1588727456187	1588727456190	OK	 
USER	AirlineConsultaVuelo	2328	END	1588727383168	1588727456198
REQUEST	3478		ListMyFlights	1588727456198	1588727456199	OK	 
REQUEST	3478		ListMyFlights Redirect 1	1588727456199	1588727456201	OK	 
REQUEST	4929		AirlineLogged	1588727456209	1588727456210	OK	 
REQUEST	4929		AirlineLogged Redirect 1	1588727456210	1588727456212	OK	 
REQUEST	2729		ShowFlight	1588727456209	1588727456212	OK	 
USER	AirlineConsultaVuelo	2329	END	1588727383189	1588727456220
REQUEST	3479		ListMyFlights	1588727456220	1588727456221	OK	 
REQUEST	4930		AirlineLogged	1588727456220	1588727456222	OK	 
REQUEST	3479		ListMyFlights Redirect 1	1588727456221	1588727456223	OK	 
REQUEST	4930		AirlineLogged Redirect 1	1588727456222	1588727456223	OK	 
REQUEST	3480		ListMyFlights	1588727456230	1588727456231	OK	 
REQUEST	3480		ListMyFlights Redirect 1	1588727456231	1588727456233	OK	 
REQUEST	2730		ShowFlight	1588727456230	1588727456233	OK	 
USER	AirlineConsultaVuelo	2330	END	1588727383211	1588727456250
REQUEST	2731		ShowFlight	1588727456250	1588727456253	OK	 
USER	AirlineConsultaVuelo	2331	END	1588727383226	1588727456261
REQUEST	4931		AirlineLogged	1588727456261	1588727456263	OK	 
REQUEST	3481		ListMyFlights	1588727456261	1588727456263	OK	 
REQUEST	4931		AirlineLogged Redirect 1	1588727456263	1588727456264	OK	 
REQUEST	3481		ListMyFlights Redirect 1	1588727456263	1588727456264	OK	 
REQUEST	3482		ListMyFlights	1588727456266	1588727456267	OK	 
REQUEST	3482		ListMyFlights Redirect 1	1588727456267	1588727456269	OK	 
REQUEST	2733		ShowFlight	1588727456266	1588727456270	OK	 
REQUEST	2732		ShowFlight	1588727456266	1588727456270	OK	 
USER	AirlineConsultaVuelo	2332	END	1588727383246	1588727456277
REQUEST	4932		AirlineLogged	1588727456277	1588727456278	OK	 
REQUEST	4932		AirlineLogged Redirect 1	1588727456278	1588727456279	OK	 
USER	AirlineConsultaVuelo	2333	END	1588727383267	1588727456298
REQUEST	4933		AirlineLogged	1588727456298	1588727456299	OK	 
REQUEST	4933		AirlineLogged Redirect 1	1588727456299	1588727456301	OK	 
REQUEST	3483		ListMyFlights	1588727456298	1588727456301	OK	 
REQUEST	3483		ListMyFlights Redirect 1	1588727456301	1588727456303	OK	 
REQUEST	4934		AirlineLogged	1588727456309	1588727456310	OK	 
REQUEST	4934		AirlineLogged Redirect 1	1588727456310	1588727456311	OK	 
REQUEST	2734		ShowFlight	1588727456309	1588727456312	OK	 
USER	AirlineConsultaVuelo	2334	END	1588727383288	1588727456320
REQUEST	3484		ListMyFlights	1588727456320	1588727456321	OK	 
REQUEST	4935		AirlineLogged	1588727456320	1588727456323	OK	 
REQUEST	4935		AirlineLogged Redirect 1	1588727456323	1588727456324	OK	 
REQUEST	3484		ListMyFlights Redirect 1	1588727456321	1588727456324	OK	 
USER	AirlineConsultaVuelo	2335	END	1588727383309	1588727456341
REQUEST	3485		ListMyFlights	1588727456341	1588727456342	OK	 
REQUEST	3485		ListMyFlights Redirect 1	1588727456342	1588727456344	OK	 
REQUEST	2735		ShowFlight	1588727456341	1588727456344	OK	 
REQUEST	3486		ListMyFlights	1588727456346	1588727456347	OK	 
REQUEST	3486		ListMyFlights Redirect 1	1588727456347	1588727456348	OK	 
REQUEST	2736		ShowFlight	1588727456346	1588727456349	OK	 
REQUEST	4936		AirlineLogged	1588727456357	1588727456358	OK	 
REQUEST	4936		AirlineLogged Redirect 1	1588727456358	1588727456359	OK	 
USER	AirlineConsultaVuelo	2336	END	1588727383331	1588727456368
REQUEST	2737		ShowFlight	1588727456368	1588727456372	OK	 
REQUEST	3487		ListMyFlights	1588727456378	1588727456379	OK	 
REQUEST	3487		ListMyFlights Redirect 1	1588727456379	1588727456380	OK	 
REQUEST	4937		AirlineLogged	1588727456378	1588727456380	OK	 
REQUEST	4937		AirlineLogged Redirect 1	1588727456380	1588727456381	OK	 
USER	AirlineConsultaVuelo	2337	END	1588727383347	1588727456389
REQUEST	2738		ShowFlight	1588727456389	1588727456391	OK	 
REQUEST	3488		ListMyFlights	1588727456399	1588727456400	OK	 
REQUEST	4938		AirlineLogged	1588727456399	1588727456401	OK	 
REQUEST	3488		ListMyFlights Redirect 1	1588727456400	1588727456402	OK	 
REQUEST	4938		AirlineLogged Redirect 1	1588727456401	1588727456402	OK	 
USER	AirlineConsultaVuelo	2338	END	1588727383368	1588727456409
REQUEST	2739		ShowFlight	1588727456409	1588727456412	OK	 
USER	AirlineConsultaVuelo	2339	END	1588727383389	1588727456420
REQUEST	4939		AirlineLogged	1588727456420	1588727456421	OK	 
REQUEST	3489		ListMyFlights	1588727456420	1588727456422	OK	 
REQUEST	4939		AirlineLogged Redirect 1	1588727456421	1588727456422	OK	 
REQUEST	3489		ListMyFlights Redirect 1	1588727456422	1588727456423	OK	 
USER	AirlineConsultaVuelo	2340	END	1588727383411	1588727456436
REQUEST	3490		ListMyFlights	1588727456436	1588727456437	OK	 
REQUEST	3490		ListMyFlights Redirect 1	1588727456437	1588727456438	OK	 
REQUEST	4940		AirlineLogged	1588727456436	1588727456439	OK	 
REQUEST	2740		ShowFlight	1588727456436	1588727456439	OK	 
REQUEST	4940		AirlineLogged Redirect 1	1588727456439	1588727456440	OK	 
USER	AirlineConsultaVuelo	2341	END	1588727383432	1588727456447
REQUEST	3491		ListMyFlights	1588727456447	1588727456448	OK	 
REQUEST	3491		ListMyFlights Redirect 1	1588727456448	1588727456449	OK	 
REQUEST	2741		ShowFlight	1588727456447	1588727456450	OK	 
REQUEST	4941		AirlineLogged	1588727456458	1588727456459	OK	 
REQUEST	4941		AirlineLogged Redirect 1	1588727456459	1588727456460	OK	 
USER	AirlineConsultaVuelo	2342	END	1588727383446	1588727456469
REQUEST	2742		ShowFlight	1588727456468	1588727456471	OK	 
REQUEST	3492		ListMyFlights	1588727456479	1588727456481	OK	 
REQUEST	3492		ListMyFlights Redirect 1	1588727456481	1588727456482	OK	 
REQUEST	4942		AirlineLogged	1588727456479	1588727456482	OK	 
REQUEST	4942		AirlineLogged Redirect 1	1588727456482	1588727456483	OK	 
REQUEST	2743		ShowFlight	1588727456489	1588727456492	OK	 
USER	AirlineConsultaVuelo	2343	END	1588727383466	1588727456500
REQUEST	3493		ListMyFlights	1588727456500	1588727456502	OK	 
REQUEST	4943		AirlineLogged	1588727456500	1588727456503	OK	 
REQUEST	3493		ListMyFlights Redirect 1	1588727456502	1588727456503	OK	 
REQUEST	4943		AirlineLogged Redirect 1	1588727456503	1588727456504	OK	 
REQUEST	2744		ShowFlight	1588727456511	1588727456514	OK	 
USER	AirlineConsultaVuelo	2344	END	1588727383487	1588727456516
REQUEST	3494		ListMyFlights	1588727456516	1588727456517	OK	 
REQUEST	4944		AirlineLogged	1588727456516	1588727456518	OK	 
REQUEST	3494		ListMyFlights Redirect 1	1588727456517	1588727456519	OK	 
REQUEST	4944		AirlineLogged Redirect 1	1588727456518	1588727456520	OK	 
USER	AirlineConsultaVuelo	2345	END	1588727383508	1588727456537
REQUEST	4945		AirlineLogged	1588727456537	1588727456539	OK	 
REQUEST	4945		AirlineLogged Redirect 1	1588727456539	1588727456541	OK	 
REQUEST	3495		ListMyFlights	1588727456537	1588727456541	OK	 
REQUEST	2745		ShowFlight	1588727456537	1588727456542	OK	 
REQUEST	3495		ListMyFlights Redirect 1	1588727456541	1588727456545	OK	 
USER	AirlineConsultaVuelo	2346	END	1588727383529	1588727456547
REQUEST	2746		ShowFlight	1588727456547	1588727456551	OK	 
REQUEST	3496		ListMyFlights	1588727456558	1588727456559	OK	 
REQUEST	4946		AirlineLogged	1588727456558	1588727456560	OK	 
REQUEST	3496		ListMyFlights Redirect 1	1588727456559	1588727456560	OK	 
REQUEST	4946		AirlineLogged Redirect 1	1588727456560	1588727456561	OK	 
REQUEST	2747		ShowFlight	1588727456568	1588727456573	OK	 
REQUEST	3497		ListMyFlights	1588727456579	1588727456580	OK	 
REQUEST	4947		AirlineLogged	1588727456579	1588727456581	OK	 
REQUEST	3497		ListMyFlights Redirect 1	1588727456580	1588727456581	OK	 
REQUEST	2748		ShowFlight	1588727456579	1588727456582	OK	 
REQUEST	4947		AirlineLogged Redirect 1	1588727456581	1588727456582	OK	 
USER	AirlineConsultaVuelo	2347	END	1588727383551	1588727456589
REQUEST	4948		AirlineLogged	1588727456589	1588727456591	OK	 
REQUEST	4948		AirlineLogged Redirect 1	1588727456591	1588727456592	OK	 
USER	AirlineConsultaVuelo	2348	END	1588727383566	1588727456600
REQUEST	3498		ListMyFlights	1588727456600	1588727456601	OK	 
REQUEST	4949		AirlineLogged	1588727456600	1588727456602	OK	 
REQUEST	3498		ListMyFlights Redirect 1	1588727456601	1588727456604	OK	 
REQUEST	4949		AirlineLogged Redirect 1	1588727456602	1588727456604	OK	 
REQUEST	2749		ShowFlight	1588727456610	1588727456612	OK	 
USER	AirlineConsultaVuelo	2349	END	1588727383586	1588727456621
REQUEST	3499		ListMyFlights	1588727456621	1588727456623	OK	 
REQUEST	3499		ListMyFlights Redirect 1	1588727456623	1588727456625	OK	 
REQUEST	3500		ListMyFlights	1588727456626	1588727456627	OK	 
REQUEST	3500		ListMyFlights Redirect 1	1588727456627	1588727456628	OK	 
REQUEST	2750		ShowFlight	1588727456626	1588727456629	OK	 
USER	AirlineConsultaVuelo	2350	END	1588727383608	1588727456637
REQUEST	4950		AirlineLogged	1588727456637	1588727456639	OK	 
REQUEST	4950		AirlineLogged Redirect 1	1588727456639	1588727456640	OK	 
USER	AirlineConsultaVuelo	2351	END	1588727383630	1588727456658
REQUEST	3501		ListMyFlights	1588727456658	1588727456659	OK	 
REQUEST	4951		AirlineLogged	1588727456658	1588727456659	OK	 
REQUEST	3501		ListMyFlights Redirect 1	1588727456659	1588727456660	OK	 
REQUEST	4951		AirlineLogged Redirect 1	1588727456659	1588727456660	OK	 
REQUEST	2751		ShowFlight	1588727456658	1588727456661	OK	 
USER	AirlineConsultaVuelo	2352	END	1588727383630	1588727456669
REQUEST	3502		ListMyFlights	1588727456679	1588727456680	OK	 
REQUEST	3502		ListMyFlights Redirect 1	1588727456680	1588727456681	OK	 
REQUEST	2752		ShowFlight	1588727456679	1588727456681	OK	 
REQUEST	4952		AirlineLogged	1588727456679	1588727456681	OK	 
REQUEST	4952		AirlineLogged Redirect 1	1588727456681	1588727456683	OK	 
REQUEST	3503		ListMyFlights	1588727456700	1588727456701	OK	 
REQUEST	3503		ListMyFlights Redirect 1	1588727456701	1588727456703	OK	 
REQUEST	4953		AirlineLogged	1588727456700	1588727456703	OK	 
REQUEST	2753		ShowFlight	1588727456700	1588727456703	OK	 
REQUEST	4953		AirlineLogged Redirect 1	1588727456703	1588727456705	OK	 
USER	AirlineConsultaVuelo	2353	END	1588727383667	1588727456710
REQUEST	3504		ListMyFlights	1588727456710	1588727456711	OK	 
REQUEST	3504		ListMyFlights Redirect 1	1588727456711	1588727456712	OK	 
REQUEST	4954		AirlineLogged	1588727456710	1588727456712	OK	 
REQUEST	4954		AirlineLogged Redirect 1	1588727456712	1588727456713	OK	 
USER	AirlineConsultaVuelo	2354	END	1588727383688	1588727456721
REQUEST	4955		AirlineLogged	1588727456721	1588727456722	OK	 
REQUEST	4955		AirlineLogged Redirect 1	1588727456722	1588727456723	OK	 
REQUEST	2754		ShowFlight	1588727456721	1588727456723	OK	 
REQUEST	3505		ListMyFlights	1588727456742	1588727456743	OK	 
REQUEST	3505		ListMyFlights Redirect 1	1588727456743	1588727456744	OK	 
REQUEST	2755		ShowFlight	1588727456742	1588727456745	OK	 
USER	AirlineConsultaVuelo	2355	END	1588727383709	1588727456746
USER	AirlineConsultaVuelo	2356	END	1588727383729	1588727456756
REQUEST	3506		ListMyFlights	1588727456756	1588727456757	OK	 
REQUEST	4956		AirlineLogged	1588727456756	1588727456758	OK	 
REQUEST	4956		AirlineLogged Redirect 1	1588727456758	1588727456759	OK	 
REQUEST	3506		ListMyFlights Redirect 1	1588727456757	1588727456759	OK	 
REQUEST	2756		ShowFlight	1588727456766	1588727456770	OK	 
REQUEST	3507		ListMyFlights	1588727456777	1588727456778	OK	 
REQUEST	2757		ShowFlight	1588727456777	1588727456779	OK	 
REQUEST	3507		ListMyFlights Redirect 1	1588727456778	1588727456779	OK	 
REQUEST	4957		AirlineLogged	1588727456777	1588727456780	OK	 
REQUEST	4957		AirlineLogged Redirect 1	1588727456780	1588727456781	OK	 
USER	AirlineConsultaVuelo	2357	END	1588727383750	1588727456787
USER	AirlineConsultaVuelo	2358	END	1588727383772	1588727456787
REQUEST	3508		ListMyFlights	1588727456787	1588727456788	OK	 
REQUEST	3508		ListMyFlights Redirect 1	1588727456788	1588727456789	OK	 
REQUEST	3509		ListMyFlights	1588727456797	1588727456798	OK	 
REQUEST	4958		AirlineLogged	1588727456797	1588727456799	OK	 
REQUEST	3509		ListMyFlights Redirect 1	1588727456798	1588727456799	OK	 
REQUEST	2758		ShowFlight	1588727456797	1588727456800	OK	 
REQUEST	4958		AirlineLogged Redirect 1	1588727456799	1588727456800	OK	 
REQUEST	4959		AirlineLogged	1588727456818	1588727456820	OK	 
REQUEST	4960		AirlineLogged	1588727456818	1588727456821	OK	 
REQUEST	2759		ShowFlight	1588727456818	1588727456821	OK	 
REQUEST	4959		AirlineLogged Redirect 1	1588727456820	1588727456822	OK	 
REQUEST	4960		AirlineLogged Redirect 1	1588727456821	1588727456822	OK	 
USER	AirlineConsultaVuelo	2359	END	1588727383788	1588727456829
REQUEST	3510		ListMyFlights	1588727456839	1588727456840	OK	 
REQUEST	3510		ListMyFlights Redirect 1	1588727456840	1588727456841	OK	 
REQUEST	2760		ShowFlight	1588727456839	1588727456842	OK	 
USER	AirlineConsultaVuelo	2360	END	1588727383810	1588727456850
USER	AirlineConsultaVuelo	2361	END	1588727383830	1588727456860
REQUEST	3511		ListMyFlights	1588727456860	1588727456861	OK	 
REQUEST	3511		ListMyFlights Redirect 1	1588727456861	1588727456862	OK	 
REQUEST	4961		AirlineLogged	1588727456860	1588727456862	OK	 
REQUEST	2761		ShowFlight	1588727456860	1588727456863	OK	 
REQUEST	4961		AirlineLogged Redirect 1	1588727456863	1588727456863	OK	 
USER	AirlineConsultaVuelo	2362	END	1588727383851	1588727456876
REQUEST	3512		ListMyFlights	1588727456876	1588727456877	OK	 
REQUEST	3512		ListMyFlights Redirect 1	1588727456877	1588727456879	OK	 
REQUEST	4962		AirlineLogged	1588727456876	1588727456879	OK	 
