ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AirlineConsultaVuelo	airlineconsultavuelo	1588727335374	 	3.3.1
REQUEST	2646		ShowFlight	1588727454558	1588727454560	OK	 
USER	AirlineConsultaVuelo	2246	END	1588727381528	1588727454569
REQUEST	4846		AirlineLogged	1588727454569	1588727454570	OK	 
REQUEST	4846		AirlineLogged Redirect 1	1588727454570	1588727454572	OK	 
REQUEST	3397		ListMyFlights	1588727454569	1588727454573	OK	 
REQUEST	3397		ListMyFlights Redirect 1	1588727454573	1588727454575	OK	 
USER	AirlineConsultaVuelo	2247	END	1588727381548	1588727454579
REQUEST	3398		ListMyFlights	1588727454579	1588727454580	OK	 
REQUEST	3398		ListMyFlights Redirect 1	1588727454580	1588727454581	OK	 
REQUEST	2647		ShowFlight	1588727454579	1588727454581	OK	 
REQUEST	4847		AirlineLogged	1588727454590	1588727454591	OK	 
REQUEST	4847		AirlineLogged Redirect 1	1588727454591	1588727454592	OK	 
USER	AirlineConsultaVuelo	2248	END	1588727381569	1588727454601
REQUEST	3399		ListMyFlights	1588727454601	1588727454602	OK	 
REQUEST	4848		AirlineLogged	1588727454601	1588727454603	OK	 
REQUEST	3399		ListMyFlights Redirect 1	1588727454603	1588727454604	OK	 
REQUEST	2648		ShowFlight	1588727454601	1588727454604	OK	 
REQUEST	4848		AirlineLogged Redirect 1	1588727454603	1588727454605	OK	 
USER	AirlineConsultaVuelo	2249	END	1588727381590	1588727454616
REQUEST	4849		AirlineLogged	1588727454616	1588727454618	OK	 
REQUEST	4849		AirlineLogged Redirect 1	1588727454618	1588727454621	OK	 
REQUEST	2649		ShowFlight	1588727454616	1588727454623	OK	 
REQUEST	3400		ListMyFlights	1588727454627	1588727454628	OK	 
REQUEST	3400		ListMyFlights Redirect 1	1588727454628	1588727454629	OK	 
REQUEST	2650		ShowFlight	1588727454627	1588727454629	OK	 
USER	AirlineConsultaVuelo	2250	END	1588727381610	1588727454649
REQUEST	3401		ListMyFlights	1588727454649	1588727454650	OK	 
REQUEST	4850		AirlineLogged	1588727454649	1588727454650	OK	 
REQUEST	3401		ListMyFlights Redirect 1	1588727454650	1588727454651	OK	 
REQUEST	4850		AirlineLogged Redirect 1	1588727454650	1588727454651	OK	 
REQUEST	4852		AirlineLogged	1588727454660	1588727454662	OK	 
REQUEST	4852		AirlineLogged Redirect 1	1588727454662	1588727454665	OK	 
REQUEST	2651		ShowFlight	1588727454660	1588727454665	OK	 
REQUEST	2652		ShowFlight	1588727454660	1588727454670	OK	 
USER	AirlineConsultaVuelo	2251	END	1588727381631	1588727454671
REQUEST	3402		ListMyFlights	1588727454671	1588727454672	OK	 
REQUEST	3402		ListMyFlights Redirect 1	1588727454672	1588727454675	OK	 
USER	AirlineConsultaVuelo	2252	END	1588727381646	1588727454682
REQUEST	4851		AirlineLogged	1588727454682	1588727454685	OK	 
USER	AirlineConsultaVuelo	2253	END	1588727381656	1588727454686
REQUEST	4851		AirlineLogged Redirect 1	1588727454685	1588727454687	OK	 
REQUEST	4853		AirlineLogged	1588727454686	1588727454689	OK	 
REQUEST	4853		AirlineLogged Redirect 1	1588727454689	1588727454693	OK	 
USER	AirlineConsultaVuelo	2254	END	1588727381677	1588727454696
REQUEST	3403		ListMyFlights	1588727454696	1588727454698	OK	 
REQUEST	3403		ListMyFlights Redirect 1	1588727454698	1588727454699	OK	 
REQUEST	2653		ShowFlight	1588727454696	1588727454700	OK	 
REQUEST	3404		ListMyFlights	1588727454717	1588727454719	OK	 
REQUEST	4854		AirlineLogged	1588727454717	1588727454721	OK	 
REQUEST	2654		ShowFlight	1588727454717	1588727454723	OK	 
REQUEST	3404		ListMyFlights Redirect 1	1588727454719	1588727454725	OK	 
REQUEST	4854		AirlineLogged Redirect 1	1588727454722	1588727454725	OK	 
USER	AirlineConsultaVuelo	2255	END	1588727381699	1588727454739
REQUEST	3405		ListMyFlights	1588727454739	1588727454740	OK	 
REQUEST	4855		AirlineLogged	1588727454739	1588727454741	OK	 
REQUEST	2655		ShowFlight	1588727454739	1588727454742	OK	 
REQUEST	3405		ListMyFlights Redirect 1	1588727454740	1588727454742	OK	 
REQUEST	4855		AirlineLogged Redirect 1	1588727454741	1588727454742	OK	 
USER	AirlineConsultaVuelo	2256	END	1588727381720	1588727454760
REQUEST	3406		ListMyFlights	1588727454759	1588727454762	OK	 
REQUEST	3406		ListMyFlights Redirect 1	1588727454762	1588727454764	OK	 
REQUEST	2656		ShowFlight	1588727454759	1588727454764	OK	 
REQUEST	4856		AirlineLogged	1588727454760	1588727454765	OK	 
REQUEST	4856		AirlineLogged Redirect 1	1588727454765	1588727454769	OK	 
USER	AirlineConsultaVuelo	2257	END	1588727381741	1588727454770
REQUEST	4857		AirlineLogged	1588727454770	1588727454772	OK	 
REQUEST	4857		AirlineLogged Redirect 1	1588727454772	1588727454774	OK	 
REQUEST	3407		ListMyFlights	1588727454780	1588727454780	OK	 
REQUEST	3407		ListMyFlights Redirect 1	1588727454780	1588727454782	OK	 
USER	AirlineConsultaVuelo	2258	END	1588727381756	1588727454791
REQUEST	4858		AirlineLogged	1588727454791	1588727454792	OK	 
REQUEST	4858		AirlineLogged Redirect 1	1588727454792	1588727454795	OK	 
REQUEST	2657		ShowFlight	1588727454791	1588727454795	OK	 
REQUEST	3408		ListMyFlights	1588727454802	1588727454804	OK	 
USER	AirlineConsultaVuelo	2259	END	1588727381777	1588727454806
REQUEST	3408		ListMyFlights Redirect 1	1588727454805	1588727454806	OK	 
REQUEST	2658		ShowFlight	1588727454802	1588727454807	OK	 
REQUEST	4859		AirlineLogged	1588727454816	1588727454818	OK	 
REQUEST	2659		ShowFlight	1588727454816	1588727454821	OK	 
REQUEST	4859		AirlineLogged Redirect 1	1588727454818	1588727454821	OK	 
USER	AirlineConsultaVuelo	2260	END	1588727381798	1588727454827
REQUEST	3409		ListMyFlights	1588727454827	1588727454828	OK	 
REQUEST	3409		ListMyFlights Redirect 1	1588727454828	1588727454829	OK	 
REQUEST	4860		AirlineLogged	1588727454837	1588727454838	OK	 
REQUEST	4860		AirlineLogged Redirect 1	1588727454838	1588727454840	OK	 
REQUEST	3410		ListMyFlights	1588727454837	1588727454840	OK	 
REQUEST	2660		ShowFlight	1588727454837	1588727454840	OK	 
REQUEST	3410		ListMyFlights Redirect 1	1588727454840	1588727454841	OK	 
USER	AirlineConsultaVuelo	2261	END	1588727381819	1588727454849
REQUEST	3411		ListMyFlights	1588727454859	1588727454861	OK	 
REQUEST	4861		AirlineLogged	1588727454859	1588727454862	OK	 
REQUEST	3411		ListMyFlights Redirect 1	1588727454861	1588727454864	OK	 
REQUEST	4861		AirlineLogged Redirect 1	1588727454862	1588727454864	OK	 
REQUEST	2661		ShowFlight	1588727454870	1588727454874	OK	 
USER	AirlineConsultaVuelo	2262	END	1588727381841	1588727454881
REQUEST	3412		ListMyFlights	1588727454880	1588727454881	OK	 
REQUEST	4863		AirlineLogged	1588727454880	1588727454882	OK	 
REQUEST	4862		AirlineLogged	1588727454881	1588727454882	OK	 
REQUEST	3412		ListMyFlights Redirect 1	1588727454881	1588727454883	OK	 
REQUEST	2662		ShowFlight	1588727454880	1588727454883	OK	 
REQUEST	4863		AirlineLogged Redirect 1	1588727454882	1588727454886	OK	 
REQUEST	4862		AirlineLogged Redirect 1	1588727454882	1588727454886	OK	 
USER	AirlineConsultaVuelo	2263	END	1588727381856	1588727454892
REQUEST	3413		ListMyFlights	1588727454892	1588727454894	OK	 
REQUEST	3413		ListMyFlights Redirect 1	1588727454894	1588727454895	OK	 
REQUEST	2663		ShowFlight	1588727454896	1588727454899	OK	 
USER	AirlineConsultaVuelo	2264	END	1588727381877	1588727454907
REQUEST	3414		ListMyFlights	1588727454917	1588727454919	OK	 
REQUEST	4864		AirlineLogged	1588727454917	1588727454922	OK	 
REQUEST	2664		ShowFlight	1588727454917	1588727454922	OK	 
REQUEST	4864		AirlineLogged Redirect 1	1588727454922	1588727454923	OK	 
REQUEST	3414		ListMyFlights Redirect 1	1588727454920	1588727454923	OK	 
USER	AirlineConsultaVuelo	2265	END	1588727381898	1588727454928
REQUEST	3415		ListMyFlights	1588727454939	1588727454941	OK	 
REQUEST	3415		ListMyFlights Redirect 1	1588727454941	1588727454943	OK	 
REQUEST	2665		ShowFlight	1588727454939	1588727454943	OK	 
REQUEST	4865		AirlineLogged	1588727454939	1588727454943	OK	 
REQUEST	4865		AirlineLogged Redirect 1	1588727454943	1588727454945	OK	 
USER	AirlineConsultaVuelo	2266	END	1588727381920	1588727454961
REQUEST	3416		ListMyFlights	1588727454960	1588727454961	OK	 
REQUEST	4866		AirlineLogged	1588727454960	1588727454962	OK	 
REQUEST	4867		AirlineLogged	1588727454960	1588727454962	OK	 
REQUEST	3416		ListMyFlights Redirect 1	1588727454961	1588727454963	OK	 
REQUEST	2666		ShowFlight	1588727454960	1588727454963	OK	 
REQUEST	4866		AirlineLogged Redirect 1	1588727454962	1588727454963	OK	 
REQUEST	4867		AirlineLogged Redirect 1	1588727454962	1588727454963	OK	 
USER	AirlineConsultaVuelo	2267	END	1588727381941	1588727454982
REQUEST	3417		ListMyFlights	1588727454982	1588727454983	OK	 
REQUEST	3417		ListMyFlights Redirect 1	1588727454983	1588727454986	OK	 
USER	AirlineConsultaVuelo	2268	END	1588727381956	1588727454986
REQUEST	2667		ShowFlight	1588727454982	1588727454986	OK	 
REQUEST	3418		ListMyFlights	1588727454986	1588727454988	OK	 
REQUEST	3418		ListMyFlights Redirect 1	1588727454988	1588727454989	OK	 
REQUEST	4868		AirlineLogged	1588727454997	1588727454997	OK	 
REQUEST	4868		AirlineLogged Redirect 1	1588727454998	1588727454999	OK	 
REQUEST	2668		ShowFlight	1588727454997	1588727455000	OK	 
USER	AirlineConsultaVuelo	2269	END	1588727381978	1588727455007
REQUEST	3419		ListMyFlights	1588727455018	1588727455020	OK	 
REQUEST	4869		AirlineLogged	1588727455018	1588727455022	OK	 
REQUEST	2669		ShowFlight	1588727455018	1588727455023	OK	 
REQUEST	3419		ListMyFlights Redirect 1	1588727455020	1588727455023	OK	 
REQUEST	4869		AirlineLogged Redirect 1	1588727455022	1588727455023	OK	 
USER	AirlineConsultaVuelo	2270	END	1588727382000	1588727455028
USER	AirlineConsultaVuelo	2271	END	1588727382016	1588727455039
REQUEST	4870		AirlineLogged	1588727455039	1588727455040	OK	 
REQUEST	4870		AirlineLogged Redirect 1	1588727455040	1588727455041	OK	 
REQUEST	3420		ListMyFlights	1588727455039	1588727455041	OK	 
REQUEST	2670		ShowFlight	1588727455039	1588727455042	OK	 
REQUEST	3420		ListMyFlights Redirect 1	1588727455041	1588727455042	OK	 
REQUEST	4871		AirlineLogged	1588727455049	1588727455050	OK	 
REQUEST	4871		AirlineLogged Redirect 1	1588727455050	1588727455053	OK	 
REQUEST	3421		ListMyFlights	1588727455060	1588727455061	OK	 
REQUEST	3421		ListMyFlights Redirect 1	1588727455061	1588727455062	OK	 
REQUEST	2671		ShowFlight	1588727455060	1588727455062	OK	 
USER	AirlineConsultaVuelo	2272	END	1588727382037	1588727455071
REQUEST	2672		ShowFlight	1588727455071	1588727455075	OK	 
REQUEST	3422		ListMyFlights	1588727455081	1588727455082	OK	 
REQUEST	4872		AirlineLogged	1588727455081	1588727455083	OK	 
REQUEST	3422		ListMyFlights Redirect 1	1588727455083	1588727455084	OK	 
USER	AirlineConsultaVuelo	2273	END	1588727382058	1588727455086
REQUEST	4872		AirlineLogged Redirect 1	1588727455084	1588727455086	OK	 
REQUEST	3423		ListMyFlights	1588727455086	1588727455089	OK	 
REQUEST	3423		ListMyFlights Redirect 1	1588727455089	1588727455090	OK	 
REQUEST	4873		AirlineLogged	1588727455097	1588727455098	OK	 
REQUEST	4873		AirlineLogged Redirect 1	1588727455098	1588727455099	OK	 
REQUEST	2673		ShowFlight	1588727455097	1588727455100	OK	 
USER	AirlineConsultaVuelo	2274	END	1588727382080	1588727455108
REQUEST	3424		ListMyFlights	1588727455118	1588727455120	OK	 
REQUEST	4874		AirlineLogged	1588727455118	1588727455121	OK	 
REQUEST	2674		ShowFlight	1588727455118	1588727455122	OK	 
REQUEST	4874		AirlineLogged Redirect 1	1588727455121	1588727455123	OK	 
REQUEST	3424		ListMyFlights Redirect 1	1588727455120	1588727455123	OK	 
USER	AirlineConsultaVuelo	2275	END	1588727382102	1588727455140
REQUEST	3425		ListMyFlights	1588727455140	1588727455141	OK	 
REQUEST	4875		AirlineLogged	1588727455140	1588727455142	OK	 
REQUEST	2675		ShowFlight	1588727455140	1588727455144	OK	 
REQUEST	3425		ListMyFlights Redirect 1	1588727455141	1588727455144	OK	 
REQUEST	4875		AirlineLogged Redirect 1	1588727455142	1588727455146	OK	 
USER	AirlineConsultaVuelo	2276	END	1588727382116	1588727455150
REQUEST	3426		ListMyFlights	1588727455161	1588727455162	OK	 
REQUEST	4877		AirlineLogged	1588727455161	1588727455163	OK	 
REQUEST	4876		AirlineLogged	1588727455161	1588727455163	OK	 
REQUEST	2676		ShowFlight	1588727455161	1588727455164	OK	 
REQUEST	4876		AirlineLogged Redirect 1	1588727455163	1588727455164	OK	 
REQUEST	3426		ListMyFlights Redirect 1	1588727455162	1588727455164	OK	 
REQUEST	4877		AirlineLogged Redirect 1	1588727455163	1588727455164	OK	 
USER	AirlineConsultaVuelo	2277	END	1588727382138	1588727455172
REQUEST	3427		ListMyFlights	1588727455176	1588727455177	OK	 
REQUEST	3427		ListMyFlights Redirect 1	1588727455177	1588727455179	OK	 
REQUEST	2677		ShowFlight	1588727455176	1588727455179	OK	 
USER	AirlineConsultaVuelo	2278	END	1588727382159	1588727455187
USER	AirlineConsultaVuelo	2279	END	1588727382180	1588727455198
REQUEST	3428		ListMyFlights	1588727455198	1588727455199	OK	 
REQUEST	3428		ListMyFlights Redirect 1	1588727455199	1588727455200	OK	 
REQUEST	4878		AirlineLogged	1588727455198	1588727455200	OK	 
REQUEST	2678		ShowFlight	1588727455198	1588727455200	OK	 
REQUEST	4878		AirlineLogged Redirect 1	1588727455200	1588727455201	OK	 
REQUEST	4879		AirlineLogged	1588727455220	1588727455222	OK	 
REQUEST	3429		ListMyFlights	1588727455220	1588727455224	OK	 
REQUEST	4879		AirlineLogged Redirect 1	1588727455222	1588727455225	OK	 
REQUEST	2679		ShowFlight	1588727455220	1588727455225	OK	 
REQUEST	3429		ListMyFlights Redirect 1	1588727455224	1588727455227	OK	 
USER	AirlineConsultaVuelo	2280	END	1588727382202	1588727455230
REQUEST	3430		ListMyFlights	1588727455240	1588727455241	OK	 
REQUEST	4880		AirlineLogged	1588727455240	1588727455242	OK	 
REQUEST	4880		AirlineLogged Redirect 1	1588727455242	1588727455243	OK	 
REQUEST	3430		ListMyFlights Redirect 1	1588727455241	1588727455243	OK	 
USER	AirlineConsultaVuelo	2281	END	1588727382217	1588727455251
REQUEST	3431		ListMyFlights	1588727455256	1588727455258	OK	 
REQUEST	3431		ListMyFlights Redirect 1	1588727455258	1588727455259	OK	 
REQUEST	4881		AirlineLogged	1588727455256	1588727455259	OK	 
REQUEST	2681		ShowFlight	1588727455256	1588727455259	OK	 
REQUEST	4881		AirlineLogged Redirect 1	1588727455259	1588727455260	OK	 
REQUEST	2680		ShowFlight	1588727455256	1588727455261	OK	 
USER	AirlineConsultaVuelo	2282	END	1588727382238	1588727455266
REQUEST	3432		ListMyFlights	1588727455276	1588727455277	OK	 
REQUEST	4882		AirlineLogged	1588727455276	1588727455278	OK	 
REQUEST	2682		ShowFlight	1588727455276	1588727455279	OK	 
REQUEST	3432		ListMyFlights Redirect 1	1588727455277	1588727455279	OK	 
REQUEST	4882		AirlineLogged Redirect 1	1588727455278	1588727455279	OK	 
REQUEST	3433		ListMyFlights	1588727455286	1588727455288	OK	 
REQUEST	4883		AirlineLogged	1588727455286	1588727455289	OK	 
REQUEST	4883		AirlineLogged Redirect 1	1588727455289	1588727455293	OK	 
REQUEST	3433		ListMyFlights Redirect 1	1588727455288	1588727455293	OK	 
USER	AirlineConsultaVuelo	2283	END	1588727382259	1588727455297
REQUEST	2683		ShowFlight	1588727455297	1588727455304	OK	 
USER	AirlineConsultaVuelo	2284	END	1588727382280	1588727455308
REQUEST	2684		ShowFlight	1588727455308	1588727455314	OK	 
USER	AirlineConsultaVuelo	2285	END	1588727382301	1588727455318
REQUEST	4884		AirlineLogged	1588727455318	1588727455320	OK	 
REQUEST	4884		AirlineLogged Redirect 1	1588727455320	1588727455322	OK	 
REQUEST	3434		ListMyFlights	1588727455328	1588727455329	OK	 
REQUEST	3434		ListMyFlights Redirect 1	1588727455329	1588727455330	OK	 
REQUEST	3435		ListMyFlights	1588727455339	1588727455340	OK	 
REQUEST	4885		AirlineLogged	1588727455339	1588727455340	OK	 
REQUEST	3435		ListMyFlights Redirect 1	1588727455340	1588727455340	OK	 
REQUEST	4885		AirlineLogged Redirect 1	1588727455340	1588727455341	OK	 
USER	AirlineConsultaVuelo	2286	END	1588727382316	1588727455350
REQUEST	2685		ShowFlight	1588727455350	1588727455355	OK	 
REQUEST	3436		ListMyFlights	1588727455361	1588727455364	OK	 
USER	AirlineConsultaVuelo	2287	END	1588727382337	1588727455366
REQUEST	3436		ListMyFlights Redirect 1	1588727455364	1588727455368	OK	 
REQUEST	2686		ShowFlight	1588727455361	1588727455368	OK	 
REQUEST	4886		AirlineLogged	1588727455366	1588727455370	OK	 
REQUEST	4887		AirlineLogged	1588727455366	1588727455370	OK	 
REQUEST	4887		AirlineLogged Redirect 1	1588727455370	1588727455373	OK	 
REQUEST	4886		AirlineLogged Redirect 1	1588727455370	1588727455373	OK	 
REQUEST	3437		ListMyFlights	1588727455377	1588727455378	OK	 
REQUEST	3437		ListMyFlights Redirect 1	1588727455379	1588727455380	OK	 
REQUEST	2687		ShowFlight	1588727455377	1588727455380	OK	 
USER	AirlineConsultaVuelo	2288	END	1588727382358	1588727455387
REQUEST	3438		ListMyFlights	1588727455397	1588727455399	OK	 
REQUEST	4888		AirlineLogged	1588727455397	1588727455401	OK	 
REQUEST	2688		ShowFlight	1588727455397	1588727455403	OK	 
USER	AirlineConsultaVuelo	2289	END	1588727382379	1588727455408
REQUEST	3438		ListMyFlights Redirect 1	1588727455399	1588727455409	OK	 
REQUEST	4888		AirlineLogged Redirect 1	1588727455401	1588727455409	OK	 
REQUEST	2689		ShowFlight	1588727455408	1588727455414	OK	 
USER	AirlineConsultaVuelo	2290	END	1588727382401	1588727455418
REQUEST	4889		AirlineLogged	1588727455418	1588727455420	OK	 
REQUEST	4889		AirlineLogged Redirect 1	1588727455420	1588727455422	OK	 
REQUEST	3439		ListMyFlights	1588727455418	1588727455422	OK	 
REQUEST	3439		ListMyFlights Redirect 1	1588727455422	1588727455424	OK	 
USER	AirlineConsultaVuelo	2291	END	1588727382416	1588727455440
REQUEST	3440		ListMyFlights	1588727455440	1588727455442	OK	 
REQUEST	3440		ListMyFlights Redirect 1	1588727455442	1588727455445	OK	 
REQUEST	2690		ShowFlight	1588727455440	1588727455445	OK	 
REQUEST	4890		AirlineLogged	1588727455440	1588727455446	OK	 
REQUEST	4890		AirlineLogged Redirect 1	1588727455446	1588727455450	OK	 
REQUEST	3441		ListMyFlights	1588727455461	1588727455462	OK	 
REQUEST	3441		ListMyFlights Redirect 1	1588727455462	1588727455465	OK	 
REQUEST	4891		AirlineLogged	1588727455461	1588727455465	OK	 
REQUEST	4891		AirlineLogged Redirect 1	1588727455465	1588727455467	OK	 
USER	AirlineConsultaVuelo	2292	END	1588727382437	1588727455472
REQUEST	2691		ShowFlight	1588727455472	1588727455475	OK	 
REQUEST	3442		ListMyFlights	1588727455476	1588727455477	OK	 
REQUEST	4892		AirlineLogged	1588727455476	1588727455478	OK	 
REQUEST	2692		ShowFlight	1588727455476	1588727455479	OK	 
REQUEST	4892		AirlineLogged Redirect 1	1588727455478	1588727455479	OK	 
REQUEST	3442		ListMyFlights Redirect 1	1588727455477	1588727455479	OK	 
USER	AirlineConsultaVuelo	2293	END	1588727382458	1588727455486
REQUEST	4893		AirlineLogged	1588727455486	1588727455487	OK	 
REQUEST	4893		AirlineLogged Redirect 1	1588727455487	1588727455488	OK	 
REQUEST	3443		ListMyFlights	1588727455497	1588727455498	OK	 
REQUEST	3443		ListMyFlights Redirect 1	1588727455498	1588727455499	OK	 
REQUEST	2693		ShowFlight	1588727455497	1588727455500	OK	 
USER	AirlineConsultaVuelo	2294	END	1588727382480	1588727455520
REQUEST	3444		ListMyFlights	1588727455520	1588727455521	OK	 
REQUEST	3445		ListMyFlights	1588727455520	1588727455523	OK	 
REQUEST	4894		AirlineLogged	1588727455520	1588727455523	OK	 
REQUEST	2694		ShowFlight	1588727455520	1588727455525	OK	 
REQUEST	3444		ListMyFlights Redirect 1	1588727455521	1588727455525	OK	 
REQUEST	4894		AirlineLogged Redirect 1	1588727455524	1588727455527	OK	 
REQUEST	3445		ListMyFlights Redirect 1	1588727455524	1588727455527	OK	 
USER	AirlineConsultaVuelo	2295	END	1588727382502	1588727455530
REQUEST	4895		AirlineLogged	1588727455540	1588727455541	OK	 
REQUEST	4895		AirlineLogged Redirect 1	1588727455541	1588727455545	OK	 
REQUEST	2695		ShowFlight	1588727455540	1588727455545	OK	 
USER	AirlineConsultaVuelo	2296	END	1588727382517	1588727455551
USER	AirlineConsultaVuelo	2297	END	1588727382538	1588727455562
REQUEST	3446		ListMyFlights	1588727455562	1588727455563	OK	 
REQUEST	4896		AirlineLogged	1588727455562	1588727455564	OK	 
REQUEST	3446		ListMyFlights Redirect 1	1588727455563	1588727455564	OK	 
REQUEST	4896		AirlineLogged Redirect 1	1588727455564	1588727455565	OK	 
REQUEST	2696		ShowFlight	1588727455566	1588727455570	OK	 
REQUEST	3447		ListMyFlights	1588727455577	1588727455578	OK	 
REQUEST	4897		AirlineLogged	1588727455577	1588727455578	OK	 
REQUEST	3447		ListMyFlights Redirect 1	1588727455578	1588727455579	OK	 
REQUEST	4897		AirlineLogged Redirect 1	1588727455578	1588727455579	OK	 
REQUEST	2697		ShowFlight	1588727455577	1588727455580	OK	 
REQUEST	4898		AirlineLogged	1588727455587	1588727455589	OK	 
REQUEST	4898		AirlineLogged Redirect 1	1588727455589	1588727455591	OK	 
USER	AirlineConsultaVuelo	2298	END	1588727382560	1588727455599
REQUEST	3448		ListMyFlights	1588727455599	1588727455600	OK	 
REQUEST	3448		ListMyFlights Redirect 1	1588727455600	1588727455601	OK	 
REQUEST	2698		ShowFlight	1588727455599	1588727455601	OK	 
REQUEST	2699		ShowFlight	1588727455609	1588727455612	OK	 
USER	AirlineConsultaVuelo	2299	END	1588727382582	1588727455619
REQUEST	3449		ListMyFlights	1588727455619	1588727455620	OK	 
REQUEST	4899		AirlineLogged	1588727455619	1588727455621	OK	 
REQUEST	3449		ListMyFlights Redirect 1	1588727455620	1588727455622	OK	 
REQUEST	4899		AirlineLogged Redirect 1	1588727455621	1588727455622	OK	 
USER	AirlineConsultaVuelo	2300	END	1588727382596	1588727455641
REQUEST	3450		ListMyFlights	1588727455641	1588727455641	OK	 
REQUEST	3450		ListMyFlights Redirect 1	1588727455642	1588727455643	OK	 
REQUEST	4900		AirlineLogged	1588727455641	1588727455643	OK	 
REQUEST	2700		ShowFlight	1588727455641	1588727455643	OK	 
REQUEST	4900		AirlineLogged Redirect 1	1588727455643	1588727455644	OK	 
USER	AirlineConsultaVuelo	2301	END	1588727382616	1588727455651
REQUEST	3452		ListMyFlights	1588727455656	1588727455657	OK	 
REQUEST	3451		ListMyFlights	1588727455656	1588727455658	OK	 
REQUEST	4902		AirlineLogged	1588727455656	1588727455658	OK	 
REQUEST	4901		AirlineLogged	1588727455656	1588727455658	OK	 
REQUEST	3452		ListMyFlights Redirect 1	1588727455657	1588727455658	OK	 
REQUEST	2701		ShowFlight	1588727455656	1588727455659	OK	 
REQUEST	4901		AirlineLogged Redirect 1	1588727455658	1588727455659	OK	 
REQUEST	3451		ListMyFlights Redirect 1	1588727455658	1588727455659	OK	 
REQUEST	4902		AirlineLogged Redirect 1	1588727455658	1588727455659	OK	 
USER	AirlineConsultaVuelo	2302	END	1588727382637	1588727455666
REQUEST	2702		ShowFlight	1588727455676	1588727455678	OK	 
REQUEST	2703		ShowFlight	1588727455687	1588727455689	OK	 
REQUEST	3453		ListMyFlights	1588727455698	1588727455699	OK	 
REQUEST	4903		AirlineLogged	1588727455698	1588727455700	OK	 
REQUEST	3453		ListMyFlights Redirect 1	1588727455699	1588727455700	OK	 
REQUEST	4903		AirlineLogged Redirect 1	1588727455700	1588727455701	OK	 
USER	AirlineConsultaVuelo	2303	END	1588727382669	1588727455709
REQUEST	2704		ShowFlight	1588727455709	1588727455711	OK	 
USER	AirlineConsultaVuelo	2304	END	1588727382690	1588727455719
REQUEST	4904		AirlineLogged	1588727455719	1588727455720	OK	 
REQUEST	4904		AirlineLogged Redirect 1	1588727455720	1588727455721	OK	 
REQUEST	3454		ListMyFlights	1588727455719	1588727455721	OK	 
REQUEST	3454		ListMyFlights Redirect 1	1588727455721	1588727455722	OK	 
REQUEST	2705		ShowFlight	1588727455729	1588727455732	OK	 
REQUEST	3455		ListMyFlights	1588727455740	1588727455741	OK	 
REQUEST	4905		AirlineLogged	1588727455740	1588727455741	OK	 
REQUEST	4906		AirlineLogged	1588727455740	1588727455741	OK	 
REQUEST	3455		ListMyFlights Redirect 1	1588727455741	1588727455742	OK	 
REQUEST	4906		AirlineLogged Redirect 1	1588727455741	1588727455743	OK	 
REQUEST	4905		AirlineLogged Redirect 1	1588727455741	1588727455743	OK	 
REQUEST	2706		ShowFlight	1588727455750	1588727455752	OK	 
USER	AirlineConsultaVuelo	2305	END	1588727382711	1588727455761
USER	AirlineConsultaVuelo	2306	END	1588727382727	1588727455761
REQUEST	3456		ListMyFlights	1588727455761	1588727455762	OK	 
REQUEST	3457		ListMyFlights	1588727455761	1588727455762	OK	 
REQUEST	3456		ListMyFlights Redirect 1	1588727455762	1588727455763	OK	 
REQUEST	3457		ListMyFlights Redirect 1	1588727455762	1588727455763	OK	 
REQUEST	2707		ShowFlight	1588727455771	1588727455773	OK	 
REQUEST	4907		AirlineLogged	1588727455776	1588727455777	OK	 
REQUEST	4907		AirlineLogged Redirect 1	1588727455777	1588727455778	OK	 
REQUEST	2708		ShowFlight	1588727455776	1588727455779	OK	 
USER	AirlineConsultaVuelo	2307	END	1588727382748	1588727455786
REQUEST	4908		AirlineLogged	1588727455796	1588727455797	OK	 
REQUEST	3458		ListMyFlights	1588727455796	1588727455798	OK	 
REQUEST	4908		AirlineLogged Redirect 1	1588727455797	1588727455798	OK	 
REQUEST	3458		ListMyFlights Redirect 1	1588727455798	1588727455799	OK	 
USER	AirlineConsultaVuelo	2308	END	1588727382770	1588727455806
REQUEST	4909		AirlineLogged	1588727455806	1588727455807	OK	 
REQUEST	4909		AirlineLogged Redirect 1	1588727455807	1588727455809	OK	 
REQUEST	2709		ShowFlight	1588727455806	1588727455810	OK	 
REQUEST	3459		ListMyFlights	1588727455817	1588727455819	OK	 
REQUEST	3459		ListMyFlights Redirect 1	1588727455819	1588727455820	OK	 
USER	AirlineConsultaVuelo	2310	END	1588727382807	1588727455828
USER	AirlineConsultaVuelo	2309	END	1588727382792	1588727455828
REQUEST	2710		ShowFlight	1588727455828	1588727455831	OK	 
REQUEST	3460		ListMyFlights	1588727455838	1588727455840	OK	 
REQUEST	4910		AirlineLogged	1588727455838	1588727455840	OK	 
REQUEST	3460		ListMyFlights Redirect 1	1588727455840	1588727455841	OK	 
REQUEST	4910		AirlineLogged Redirect 1	1588727455840	1588727455841	OK	 
