ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AerolineaCreaNuevaPistaAterrizajeCSV	aerolineacreanuevapistaaterrizajecsv	1590716607430	 	3.3.1
REQUEST	709		request_7	1590716724937	1590716726684	OK	 
REQUEST	1672		CreateRunway	1590716724965	1590716726692	OK	 
REQUEST	710		request_7	1590716725000	1590716726705	OK	 
REQUEST	708		request_7	1590716724898	1590716726708	OK	 
REQUEST	1969		request_2	1590716725114	1590716726713	OK	 
REQUEST	1970		request_2	1590716725115	1590716726716	OK	 
REQUEST	1971		request_2	1590716725177	1590716726720	OK	 
REQUEST	712		request_7	1590716725114	1590716726764	OK	 
REQUEST	711		request_7	1590716725049	1590716726769	OK	 
REQUEST	714		request_7	1590716725185	1590716726819	OK	 
REQUEST	1973		request_2	1590716725268	1590716726821	OK	 
USER	AirlineCreateRunway	228	END	1590716620814	1590716726829
USER	AirlineCreateRunway	209	END	1590716619867	1590716726831
USER	AirlineCreateRunway	231	END	1590716620964	1590716726842
USER	AirlineCreateRunway	238	END	1590716621320	1590716726843
REQUEST	669		request_7 Redirect 1	1590716724503	1590716726860	OK	 
REQUEST	1873		request_2	1590716721002	1590716726866	OK	 
REQUEST	1761		request_2	1590716714616	1590716726869	OK	 
REQUEST	673		request_7 Redirect 1	1590716724877	1590716726895	OK	 
REQUEST	679		request_7 Redirect 1	1590716725084	1590716726906	OK	 
REQUEST	497		request_7 Redirect 1	1590716724585	1590716726910	OK	 
REQUEST	491		request_7 Redirect 1	1590716726524	1590716726919	OK	 
REQUEST	678		request_7 Redirect 1	1590716725094	1590716726924	OK	 
REQUEST	1763		request_2	1590716714681	1590716726927	OK	 
REQUEST	1942		request_2 Redirect 1	1590716725331	1590716726931	OK	 
REQUEST	1764		request_2	1590716714684	1590716726932	OK	 
REQUEST	1941		request_2 Redirect 1	1590716725335	1590716726933	OK	 
REQUEST	1940		request_2 Redirect 1	1590716725315	1590716726937	OK	 
USER	AirlineCreateRunway	235	END	1590716621165	1590716726942
REQUEST	643		request_7 Redirect 1	1590716722737	1590716726943	OK	 
USER	AirlineCreateRunway	233	END	1590716621066	1590716726946
USER	AirlineCreateRunway	236	END	1590716621219	1590716726975
REQUEST	713		request_7	1590716725177	1590716727043	OK	 
REQUEST	1711		CreateRunway	1590716725276	1590716727064	OK	 
REQUEST	1707		CreateRunway	1590716725366	1590716727078	OK	 
REQUEST	654		request_7 Redirect 1	1590716723299	1590716727131	OK	 
REQUEST	461		request_7 Redirect 1	1590716714725	1590716727138	OK	 
USER	AirlineCreateRunway	227	END	1590716620767	1590716727144
REQUEST	454		request_7 Redirect 1	1590716714536	1590716727146	OK	 
REQUEST	1943		request_2 Redirect 1	1590716725496	1590716727187	OK	 
REQUEST	463		request_7	1590716712697	1590716727187	OK	 
REQUEST	502		request_7	1590716714624	1590716727208	OK	 
REQUEST	1456		CreateRunway	1590716710793	1590716727208	OK	 
REQUEST	1944		request_2 Redirect 1	1590716725505	1590716727209	OK	 
REQUEST	1946		request_2 Redirect 1	1590716725501	1590716727209	OK	 
REQUEST	1948		request_2 Redirect 1	1590716725501	1590716727210	OK	 
REQUEST	625		request_7	1590716721014	1590716727213	OK	 
REQUEST	1945		request_2 Redirect 1	1590716725558	1590716727216	OK	 
REQUEST	1947		request_2 Redirect 1	1590716725600	1590716727218	OK	 
REQUEST	1709		CreateRunway	1590716725349	1590716727227	OK	 
REQUEST	591		request_7 Redirect 1	1590716719640	1590716727240	OK	 
REQUEST	594		request_7 Redirect 1	1590716719827	1590716727242	OK	 
REQUEST	682		request_7 Redirect 1	1590716725248	1590716727245	OK	 
REQUEST	1723		request_2	1590716712881	1590716727248	OK	 
USER	AirlineCreateRunway	240	END	1590716621414	1590716727257
USER	AirlineCreateRunway	244	END	1590716621635	1590716727294
USER	AirlineCreateRunway	246	END	1590716621736	1590716727295
REQUEST	721		request_7	1590716725616	1590716727350	OK	 
REQUEST	720		request_7	1590716725527	1590716727354	OK	 
REQUEST	1950		request_2 Redirect 1	1590716725746	1590716727356	OK	 
REQUEST	1951		request_2 Redirect 1	1590716725749	1590716727357	OK	 
USER	AirlineCreateRunway	234	END	1590716621119	1590716727361
REQUEST	722		request_7	1590716725623	1590716727363	OK	 
REQUEST	684		request_7 Redirect 1	1590716725414	1590716727380	OK	 
REQUEST	1769		request_2	1590716714933	1590716727387	OK	 
REQUEST	1952		request_2 Redirect 1	1590716725818	1590716727390	OK	 
REQUEST	1740		request_2 Redirect 1	1590716725823	1590716727392	OK	 
REQUEST	1953		request_2 Redirect 1	1590716725815	1590716727397	OK	 
REQUEST	681		request_7 Redirect 1	1590716725550	1590716727421	OK	 
REQUEST	1770		request_2	1590716714999	1590716727429	OK	 
REQUEST	1770		request_2 Redirect 1	1590716727429	1590716727437	OK	 
REQUEST	1717		CreateRunway	1590716725616	1590716727479	OK	 
REQUEST	1640		CreateRunway	1590716725434	1590716727491	OK	 
USER	AirlineCreateRunway	222	END	1590716620516	1590716727499
USER	AirlineCreateRunway	232	END	1590716621019	1590716727501
REQUEST	515		request_7 Redirect 1	1590716725496	1590716727507	OK	 
REQUEST	1722		CreateRunway	1590716725864	1590716727515	OK	 
REQUEST	1955		request_2 Redirect 1	1590716725890	1590716727517	OK	 
REQUEST	510		request_7	1590716714999	1590716727531	OK	 
REQUEST	596		request_7	1590716719943	1590716727535	OK	 
REQUEST	1687		CreateRunway	1590716725843	1590716727543	OK	 
REQUEST	1974		request_2	1590716725947	1590716727545	OK	 
REQUEST	1979		request_2	1590716725947	1590716727548	OK	 
REQUEST	1977		request_2	1590716725951	1590716727551	OK	 
REQUEST	1691		CreateRunway	1590716725895	1590716727567	OK	 
REQUEST	1978		request_2	1590716725956	1590716727570	OK	 
REQUEST	1984		request_2	1590716725956	1590716727574	OK	 
REQUEST	1985		request_2	1590716725958	1590716727577	OK	 
REQUEST	1987		request_2	1590716725958	1590716727580	OK	 
REQUEST	1645		CreateRunway	1590716725936	1590716727598	OK	 
REQUEST	1956		request_2 Redirect 1	1590716726001	1590716727608	OK	 
USER	AirlineCreateRunway	248	END	1590716621837	1590716727610
USER	AirlineCreateRunway	249	END	1590716621884	1590716727611
REQUEST	725		request_7	1590716725769	1590716727646	OK	 
REQUEST	1972		request_2	1590716726029	1590716727650	OK	 
REQUEST	1976		request_2	1590716726029	1590716727656	OK	 
REQUEST	1983		request_2	1590716726032	1590716727664	OK	 
REQUEST	728		request_7	1590716725895	1590716727667	OK	 
REQUEST	1986		request_2	1590716726033	1590716727670	OK	 
REQUEST	1980		request_2	1590716726035	1590716727671	OK	 
REQUEST	1982		request_2	1590716726035	1590716727674	OK	 
REQUEST	1988		request_2	1590716726040	1590716727676	OK	 
REQUEST	1989		request_2	1590716726041	1590716727679	OK	 
REQUEST	599		request_7	1590716719952	1590716727724	OK	 
REQUEST	1727		CreateRunway	1590716725867	1590716727733	OK	 
REQUEST	1990		request_2	1590716726045	1590716727736	OK	 
USER	AirlineCreateRunway	260	END	1590716622437	1590716727748
REQUEST	729		request_7	1590716725951	1590716727783	OK	 
REQUEST	1958		request_2 Redirect 1	1590716726114	1590716727785	OK	 
REQUEST	1991		request_2	1590716726154	1590716727788	OK	 
REQUEST	731		request_7	1590716726042	1590716727790	OK	 
REQUEST	1957		request_2 Redirect 1	1590716726194	1590716727792	OK	 
REQUEST	1959		request_2 Redirect 1	1590716726208	1590716727795	OK	 
REQUEST	1960		request_2 Redirect 1	1590716726212	1590716727796	OK	 
REQUEST	634		request_7	1590716721197	1590716727803	OK	 
REQUEST	1961		request_2 Redirect 1	1590716726311	1590716727808	OK	 
REQUEST	1962		request_2 Redirect 1	1590716726373	1590716727810	OK	 
USER	AirlineCreateRunway	239	END	1590716621366	1590716727828
REQUEST	733		request_7	1590716726157	1590716727852	OK	 
REQUEST	1731		CreateRunway	1590716726045	1590716727895	OK	 
REQUEST	734		request_7	1590716726382	1590716727910	OK	 
REQUEST	732		request_7	1590716726088	1590716727917	OK	 
REQUEST	688		request_7 Redirect 1	1590716725996	1590716727983	OK	 
REQUEST	1995		request_2	1590716726391	1590716727992	OK	 
REQUEST	721		request_7 Redirect 1	1590716727351	1590716728057	OK	 
REQUEST	512		request_7	1590716715083	1590716728063	OK	 
REQUEST	1993		request_2	1590716726392	1590716728063	OK	 
REQUEST	1992		request_2	1590716726393	1590716728067	OK	 
REQUEST	730		request_7	1590716726038	1590716728079	OK	 
REQUEST	1994		request_2	1590716726394	1590716728082	OK	 
REQUEST	1800		request_2 Redirect 1	1590716726409	1590716728085	OK	 
REQUEST	1753		request_2 Redirect 1	1590716726412	1590716728087	OK	 
REQUEST	1964		request_2 Redirect 1	1590716726532	1590716728089	OK	 
REQUEST	693		request_7 Redirect 1	1590716726025	1590716728102	OK	 
REQUEST	437		request_7	1590716711498	1590716728106	OK	 
REQUEST	1965		request_2 Redirect 1	1590716726554	1590716728107	OK	 
REQUEST	1968		request_2 Redirect 1	1590716726629	1590716728111	OK	 
REQUEST	1969		request_2 Redirect 1	1590716726713	1590716728114	OK	 
REQUEST	1970		request_2 Redirect 1	1590716726716	1590716728116	OK	 
REQUEST	1971		request_2 Redirect 1	1590716726720	1590716728120	OK	 
REQUEST	1967		request_2 Redirect 1	1590716726557	1590716728122	OK	 
REQUEST	737		request_7	1590716726393	1590716728127	OK	 
USER	AirlineCreateRunway	282	END	1590716623538	1590716728128
USER	AirlineCreateRunway	241	END	1590716621465	1590716728129
USER	AirlineCreateRunway	263	END	1590716622585	1590716728130
REQUEST	698		request_7 Redirect 1	1590716726277	1590716728131	OK	 
REQUEST	1733		CreateRunway	1590716726387	1590716728173	OK	 
REQUEST	1621		CreateRunway	1590716721010	1590716728181	OK	 
REQUEST	1730		CreateRunway	1590716726387	1590716728193	OK	 
REQUEST	1996		request_2	1590716726832	1590716728196	OK	 
REQUEST	694		request_7	1590716724235	1590716728212	OK	 
REQUEST	739		request_7	1590716726827	1590716728248	OK	 
REQUEST	445		request_7	1590716711757	1590716728284	OK	 
REQUEST	1997		request_2	1590716726838	1590716728295	OK	 
REQUEST	438		request_7	1590716711504	1590716728308	OK	 
REQUEST	2000		request_2	1590716726839	1590716728311	OK	 
REQUEST	1999		request_2	1590716726840	1590716728315	OK	 
REQUEST	742		request_7	1590716726834	1590716728323	OK	 
REQUEST	738		request_7	1590716726395	1590716728344	OK	 
REQUEST	1579		CreateRunway	1590716722799	1590716728365	OK	 
REQUEST	741		request_7	1590716726832	1590716728373	OK	 
REQUEST	740		request_7	1590716726829	1590716728387	OK	 
REQUEST	744		request_7	1590716726841	1590716728403	OK	 
REQUEST	1873		request_2 Redirect 1	1590716726866	1590716728408	OK	 
REQUEST	1761		request_2 Redirect 1	1590716726869	1590716728411	OK	 
REQUEST	1993		request_2 Redirect 1	1590716728063	1590716728420	OK	 
REQUEST	1763		request_2 Redirect 1	1590716726927	1590716728424	OK	 
REQUEST	1764		request_2 Redirect 1	1590716726932	1590716728430	OK	 
REQUEST	1973		request_2 Redirect 1	1590716726822	1590716728430	OK	 
USER	AirlineCreateRunway	211	END	1590716619965	1590716728437
USER	AirlineCreateRunway	265	END	1590716622687	1590716728438
USER	AirlineCreateRunway	262	END	1590716622537	1590716728441
USER	AirlineCreateRunway	292	END	1590716624039	1590716728444
REQUEST	708		request_7 Redirect 1	1590716726708	1590716728465	OK	 
REQUEST	1748		request_2	1590716713931	1590716728468	OK	 
REQUEST	1575		CreateRunway	1590716721015	1590716728487	OK	 
REQUEST	756		request_7	1590716727294	1590716728774	OK	 
REQUEST	752		request_7	1590716727110	1590716728775	OK	 
REQUEST	1792		CreateRunway	1590716727365	1590716728775	OK	 
REQUEST	664		request_7	1590716722823	1590716728776	OK	 
REQUEST	713		request_7 Redirect 1	1590716727043	1590716728778	OK	 
REQUEST	1490		CreateRunway	1590716713938	1590716728780	OK	 
REQUEST	746		request_7	1590716726845	1590716728781	OK	 
REQUEST	1793		CreateRunway	1590716727363	1590716728781	OK	 
REQUEST	702		request_7 Redirect 1	1590716726551	1590716728782	OK	 
REQUEST	1666		CreateRunway	1590716727121	1590716728782	OK	 
REQUEST	745		request_7	1590716726843	1590716728782	OK	 
REQUEST	699		request_7	1590716724434	1590716728782	OK	 
REQUEST	747		request_7	1590716726846	1590716728784	OK	 
REQUEST	1723		request_2 Redirect 1	1590716727248	1590716728784	OK	 
REQUEST	1527		CreateRunway	1590716713931	1590716728785	OK	 
REQUEST	1791		CreateRunway	1590716727256	1590716728786	OK	 
REQUEST	751		request_7	1590716727107	1590716728786	OK	 
REQUEST	629		request_7	1590716721020	1590716728794	OK	 
REQUEST	573		request_7 Redirect 1	1590716720996	1590716728799	OK	 
USER	AirlineCreateRunway	269	END	1590716622907	1590716728798
USER	AirlineCreateRunway	266	END	1590716622734	1590716728798
REQUEST	1790		CreateRunway	1590716727253	1590716728787	OK	 
REQUEST	1661		CreateRunway	1590716722824	1590716728806	OK	 
USER	AirlineCreateRunway	250	END	1590716621937	1590716728813
REQUEST	463		request_7 Redirect 1	1590716727187	1590716728828	OK	 
REQUEST	1963		request_2	1590716724777	1590716728831	OK	 
REQUEST	1769		request_2 Redirect 1	1590716727387	1590716728834	OK	 
USER	AirlineCreateRunway	272	END	1590716623035	1590716728837
USER	AirlineCreateRunway	251	END	1590716621984	1590716728843
REQUEST	507		request_7 Redirect 1	1590716721129	1590716728848	OK	 
REQUEST	625		request_7 Redirect 1	1590716727213	1590716728859	OK	 
USER	AirlineCreateRunway	275	END	1590716623188	1590716728871
USER	AirlineCreateRunway	256	END	1590716622234	1590716728874
REQUEST	1744		CreateRunway	1590716727365	1590716728899	OK	 
REQUEST	1702		CreateRunway	1590716724701	1590716728930	OK	 
REQUEST	757		request_7	1590716727362	1590716728934	OK	 
REQUEST	1796		CreateRunway	1590716727393	1590716728953	OK	 
REQUEST	1979		request_2 Redirect 1	1590716727548	1590716728955	OK	 
REQUEST	1977		request_2 Redirect 1	1590716727551	1590716728957	OK	 
REQUEST	1926		request_2	1590716722843	1590716728959	OK	 
REQUEST	1974		request_2 Redirect 1	1590716727545	1590716728964	OK	 
REQUEST	1978		request_2 Redirect 1	1590716727571	1590716728969	OK	 
REQUEST	755		request_7	1590716727256	1590716728970	OK	 
REQUEST	1985		request_2 Redirect 1	1590716727577	1590716728973	OK	 
REQUEST	1984		request_2 Redirect 1	1590716727574	1590716728974	OK	 
REQUEST	1987		request_2 Redirect 1	1590716727580	1590716728976	OK	 
REQUEST	1972		request_2 Redirect 1	1590716727651	1590716728992	OK	 
REQUEST	1976		request_2 Redirect 1	1590716727656	1590716728995	OK	 
REQUEST	1983		request_2 Redirect 1	1590716727664	1590716728997	OK	 
REQUEST	1986		request_2 Redirect 1	1590716727670	1590716729003	OK	 
REQUEST	1980		request_2 Redirect 1	1590716727671	1590716729005	OK	 
REQUEST	1988		request_2 Redirect 1	1590716727677	1590716729006	OK	 
REQUEST	1982		request_2 Redirect 1	1590716727674	1590716729007	OK	 
REQUEST	1989		request_2 Redirect 1	1590716727679	1590716729007	OK	 
REQUEST	587		request_7	1590716718816	1590716729011	OK	 
REQUEST	1794		CreateRunway	1590716727365	1590716729024	OK	 
REQUEST	1798		CreateRunway	1590716727555	1590716729054	OK	 
REQUEST	496		request_7	1590716714294	1590716729071	OK	 
REQUEST	1990		request_2 Redirect 1	1590716727736	1590716729071	OK	 
REQUEST	753		request_7	1590716727141	1590716729074	OK	 
USER	AirlineCreateRunway	274	END	1590716623135	1590716729088
REQUEST	763		request_7	1590716727686	1590716729095	OK	 
REQUEST	418		request_7	1590716710384	1590716729100	OK	 
USER	AirlineCreateRunway	252	END	1590716622038	1590716729103
REQUEST	1479		CreateRunway	1590716712496	1590716729151	OK	 
REQUEST	1991		request_2 Redirect 1	1590716727788	1590716729155	OK	 
REQUEST	1801		CreateRunway	1590716727748	1590716729155	OK	 
USER	AirlineCreateRunway	276	END	1590716623236	1590716729163
REQUEST	1803		CreateRunway	1590716727756	1590716729210	OK	 
REQUEST	765		request_7	1590716727753	1590716729225	OK	 
REQUEST	510		request_7 Redirect 1	1590716727531	1590716729241	OK	 
REQUEST	596		request_7 Redirect 1	1590716727535	1590716729259	OK	 
REQUEST	1714		request_2	1590716712541	1590716729265	OK	 
REQUEST	1802		CreateRunway	1590716727745	1590716729283	OK	 
REQUEST	599		request_7 Redirect 1	1590716727724	1590716729313	OK	 
REQUEST	1715		request_2	1590716712542	1590716729318	OK	 
REQUEST	1995		request_2 Redirect 1	1590716727992	1590716729332	OK	 
REQUEST	1992		request_2 Redirect 1	1590716728067	1590716729344	OK	 
REQUEST	634		request_7 Redirect 1	1590716727803	1590716729345	OK	 
REQUEST	1760		request_2	1590716714484	1590716729349	OK	 
REQUEST	1994		request_2 Redirect 1	1590716728082	1590716729349	OK	 
REQUEST	1758		request_2	1590716714534	1590716729353	OK	 
REQUEST	547		request_7	1590716716834	1590716729391	OK	 
REQUEST	458		request_7	1590716712532	1590716729411	OK	 
REQUEST	1996		request_2 Redirect 1	1590716728196	1590716729415	OK	 
REQUEST	767		request_7	1590716727829	1590716729416	OK	 
REQUEST	1762		request_2	1590716714620	1590716729420	OK	 
REQUEST	758		request_7	1590716727380	1590716729448	OK	 
REQUEST	1997		request_2 Redirect 1	1590716728295	1590716729450	OK	 
REQUEST	2000		request_2 Redirect 1	1590716728311	1590716729450	OK	 
REQUEST	1999		request_2 Redirect 1	1590716728315	1590716729450	OK	 
REQUEST	761		request_7	1590716727555	1590716729455	OK	 
REQUEST	766		request_7	1590716727825	1590716729481	OK	 
REQUEST	731		request_7 Redirect 1	1590716727790	1590716729490	OK	 
REQUEST	1804		CreateRunway	1590716727972	1590716729503	OK	 
REQUEST	672		request_7	1590716723114	1590716729532	OK	 
REQUEST	1451		CreateRunway	1590716710557	1590716729543	OK	 
REQUEST	716		request_7	1590716725348	1590716729589	OK	 
REQUEST	445		request_7 Redirect 1	1590716728284	1590716729598	OK	 
REQUEST	773		request_7	1590716728136	1590716729644	OK	 
REQUEST	1806		CreateRunway	1590716728433	1590716729700	OK	 
REQUEST	775		request_7	1590716728436	1590716729704	OK	 
REQUEST	739		request_7 Redirect 1	1590716728249	1590716729715	OK	 
USER	AirlineCreateRunway	309	END	1590716624876	1590716729723
REQUEST	1808		CreateRunway	1590716728438	1590716729738	OK	 
REQUEST	717		request_7	1590716725354	1590716729760	OK	 
REQUEST	1748		request_2 Redirect 1	1590716728468	1590716729763	OK	 
REQUEST	1780		CreateRunway	1590716728445	1590716729772	OK	 
REQUEST	1782		CreateRunway	1590716728449	1590716729782	OK	 
USER	AirlineCreateRunway	289	END	1590716623889	1590716729795
REQUEST	774		request_7	1590716728433	1590716729847	OK	 
REQUEST	1851		request_2	1590716719937	1590716729850	OK	 
USER	AirlineCreateRunway	286	END	1590716623734	1590716729865
USER	AirlineCreateRunway	237	END	1590716621266	1590716729866
USER	AirlineCreateRunway	283	END	1590716623585	1590716729869
USER	AirlineCreateRunway	285	END	1590716623687	1590716729871
USER	AirlineCreateRunway	281	END	1590716623484	1590716729875
USER	AirlineCreateRunway	226	END	1590716620720	1590716729877
USER	AirlineCreateRunway	261	END	1590716622484	1590716729879
USER	AirlineCreateRunway	287	END	1590716623786	1590716729881
USER	AirlineCreateRunway	264	END	1590716622634	1590716729882
USER	AirlineCreateRunway	277	END	1590716623284	1590716729887
REQUEST	741		request_7 Redirect 1	1590716728373	1590716729891	OK	 
REQUEST	1710		CreateRunway	1590716725354	1590716729902	OK	 
REQUEST	740		request_7 Redirect 1	1590716728387	1590716729923	OK	 
REQUEST	745		request_7 Redirect 1	1590716728782	1590716729965	OK	 
REQUEST	780		request_7	1590716728794	1590716730026	OK	 
REQUEST	597		request_7	1590716719944	1590716730056	OK	 
REQUEST	779		request_7	1590716728447	1590716730090	OK	 
REQUEST	718		request_7	1590716725434	1590716730122	OK	 
REQUEST	781		request_7	1590716728798	1590716730128	OK	 
REQUEST	598		request_7	1590716719947	1590716730139	OK	 
REQUEST	778		request_7	1590716728445	1590716730181	OK	 
REQUEST	1811		CreateRunway	1590716728795	1590716730195	OK	 
REQUEST	785		request_7	1590716728801	1590716730204	OK	 
REQUEST	1963		request_2 Redirect 1	1590716728831	1590716730208	OK	 
REQUEST	723		request_7	1590716725630	1590716730219	OK	 
REQUEST	784		request_7	1590716728800	1590716730241	OK	 
REQUEST	782		request_7	1590716728799	1590716730290	OK	 
REQUEST	783		request_7	1590716728799	1590716730293	OK	 
REQUEST	786		request_7	1590716728803	1590716730295	OK	 
REQUEST	1817		CreateRunway	1590716728841	1590716730307	OK	 
USER	AirlineCreateRunway	242	END	1590716621534	1590716730314
REQUEST	1766		CreateRunway	1590716728799	1590716730329	OK	 
REQUEST	787		request_7	1590716728841	1590716730347	OK	 
REQUEST	1926		request_2 Redirect 1	1590716728959	1590716730350	OK	 
REQUEST	727		request_7	1590716725846	1590716730388	OK	 
REQUEST	1815		CreateRunway	1590716728856	1590716730404	OK	 
REQUEST	788		request_7	1590716728875	1590716730409	OK	 
REQUEST	1807		CreateRunway	1590716728859	1590716730419	OK	 
REQUEST	789		request_7	1590716728962	1590716730437	OK	 
REQUEST	1818		CreateRunway	1590716729039	1590716730446	OK	 
REQUEST	790		request_7	1590716729039	1590716730475	OK	 
REQUEST	1816		CreateRunway	1590716728844	1590716730489	OK	 
REQUEST	791		request_7	1590716729042	1590716730495	OK	 
USER	AirlineCreateRunway	245	END	1590716621688	1590716730506
USER	AirlineCreateRunway	293	END	1590716624087	1590716730511
USER	AirlineCreateRunway	290	END	1590716623936	1590716730512
USER	AirlineCreateRunway	294	END	1590716624137	1590716730513
USER	AirlineCreateRunway	299	END	1590716624388	1590716730515
REQUEST	664		request_7 Redirect 1	1590716728776	1590716730570	OK	 
REQUEST	752		request_7 Redirect 1	1590716728775	1590716730575	OK	 
REQUEST	751		request_7 Redirect 1	1590716728786	1590716730588	OK	 
REQUEST	757		request_7 Redirect 1	1590716728934	1590716730604	OK	 
REQUEST	1820		CreateRunway	1590716729091	1590716730616	OK	 
REQUEST	1822		CreateRunway	1590716729091	1590716730637	OK	 
REQUEST	1819		CreateRunway	1590716728979	1590716730649	OK	 
REQUEST	1823		CreateRunway	1590716729250	1590716730664	OK	 
REQUEST	1656		CreateRunway	1590716729257	1590716730703	OK	 
REQUEST	795		request_7	1590716729253	1590716730724	OK	 
REQUEST	1714		request_2 Redirect 1	1590716729265	1590716730732	OK	 
REQUEST	1715		request_2 Redirect 1	1590716729318	1590716730735	OK	 
REQUEST	793		request_7	1590716729159	1590716730739	OK	 
REQUEST	792		request_7	1590716729097	1590716730761	OK	 
REQUEST	1760		request_2 Redirect 1	1590716729349	1590716730764	OK	 
REQUEST	1758		request_2 Redirect 1	1590716729353	1590716730765	OK	 
REQUEST	794		request_7	1590716729248	1590716730767	OK	 
REQUEST	1821		CreateRunway	1590716729101	1590716730776	OK	 
REQUEST	1825		CreateRunway	1590716729258	1590716730784	OK	 
REQUEST	797		request_7	1590716729325	1590716730804	OK	 
REQUEST	1824		CreateRunway	1590716729252	1590716730812	OK	 
REQUEST	1762		request_2 Redirect 1	1590716729420	1590716730818	OK	 
REQUEST	1828		CreateRunway	1590716729417	1590716730834	OK	 
REQUEST	1826		CreateRunway	1590716729255	1590716730844	OK	 
REQUEST	1827		CreateRunway	1590716729422	1590716730856	OK	 
REQUEST	1829		CreateRunway	1590716729422	1590716730875	OK	 
REQUEST	1783		CreateRunway	1590716729357	1590716730883	OK	 
REQUEST	796		request_7	1590716729324	1590716730896	OK	 
REQUEST	1830		CreateRunway	1590716729481	1590716730919	OK	 
REQUEST	798		request_7	1590716729422	1590716730927	OK	 
REQUEST	799		request_7	1590716729424	1590716730937	OK	 
USER	AirlineCreateRunway	247	END	1590716621788	1590716730974
USER	AirlineCreateRunway	295	END	1590716624187	1590716730987
USER	AirlineCreateRunway	300	END	1590716624434	1590716730991
USER	AirlineCreateRunway	257	END	1590716622287	1590716731004
USER	AirlineCreateRunway	273	END	1590716623088	1590716731008
REQUEST	587		request_7 Redirect 1	1590716729011	1590716731068	OK	 
REQUEST	753		request_7 Redirect 1	1590716729074	1590716731080	OK	 
REQUEST	761		request_7 Redirect 1	1590716729455	1590716731125	OK	 
REQUEST	758		request_7 Redirect 1	1590716729448	1590716731128	OK	 
REQUEST	1737		request_2	1590716713364	1590716731133	OK	 
USER	AirlineCreateRunway	223	END	1590716620569	1590716731138
USER	AirlineCreateRunway	340	END	1590716626425	1590716731140
REQUEST	672		request_7 Redirect 1	1590716729532	1590716731164	OK	 
REQUEST	1738		request_2	1590716713374	1590716731167	OK	 
REQUEST	458		request_7 Redirect 1	1590716729411	1590716731175	OK	 
REQUEST	547		request_7 Redirect 1	1590716729391	1590716731184	OK	 
REQUEST	1695		request_2	1590716711501	1590716731189	OK	 
REQUEST	716		request_7 Redirect 1	1590716729589	1590716731211	OK	 
USER	AirlineCreateRunway	271	END	1590716622989	1590716731218
USER	AirlineCreateRunway	308	END	1590716624826	1590716731249
REQUEST	736		request_7	1590716726389	1590716731303	OK	 
REQUEST	803		request_7	1590716729646	1590716731306	OK	 
USER	AirlineCreateRunway	259	END	1590716622388	1590716731307
REQUEST	1833		CreateRunway	1590716729646	1590716731346	OK	 
REQUEST	689		request_7	1590716723958	1590716731358	OK	 
REQUEST	1851		request_2 Redirect 1	1590716729850	1590716731361	OK	 
REQUEST	802		request_7	1590716729591	1590716731363	OK	 
REQUEST	801		request_7	1590716729591	1590716731416	OK	 
REQUEST	800		request_7	1590716729545	1590716731421	OK	 
USER	AirlineCreateRunway	305	END	1590716624676	1590716731450
REQUEST	806		request_7	1590716729862	1590716731482	OK	 
REQUEST	1745		CreateRunway	1590716729795	1590716731490	OK	 
REQUEST	735		request_7	1590716726385	1590716731496	OK	 
REQUEST	1467		CreateRunway	1590716711511	1590716731500	OK	 
USER	AirlineCreateRunway	278	END	1590716623337	1590716731506
REQUEST	1570		CreateRunway	1590716718064	1590716731532	OK	 
REQUEST	810		request_7	1590716729976	1590716731568	OK	 
REQUEST	1608		CreateRunway	1590716720036	1590716731579	OK	 
REQUEST	1836		CreateRunway	1590716730027	1590716731587	OK	 
REQUEST	809		request_7	1590716729927	1590716731593	OK	 
REQUEST	807		request_7	1590716729872	1590716731663	OK	 
REQUEST	808		request_7	1590716729884	1590716731709	OK	 
REQUEST	784		request_7 Redirect 1	1590716730241	1590716731714	OK	 
USER	AirlineCreateRunway	315	END	1590716625180	1590716731726
USER	AirlineCreateRunway	357	END	1590716627275	1590716731808
USER	AirlineCreateRunway	312	END	1590716625026	1590716731813
REQUEST	791		request_7 Redirect 1	1590716730495	1590716731826	OK	 
REQUEST	1879		request_2	1590716721007	1590716731833	OK	 
REQUEST	1998		request_2	1590716726838	1590716731838	OK	 
REQUEST	789		request_7 Redirect 1	1590716730437	1590716731862	OK	 
USER	AirlineCreateRunway	313	END	1590716625080	1590716731885
REQUEST	774		request_7 Redirect 1	1590716729847	1590716731896	OK	 
REQUEST	1838		CreateRunway	1590716729929	1590716732026	OK	 
REQUEST	786		request_7 Redirect 1	1590716730295	1590716732048	OK	 
REQUEST	727		request_7 Redirect 1	1590716730388	1590716732079	OK	 
REQUEST	787		request_7 Redirect 1	1590716730347	1590716732082	OK	 
REQUEST	1834		CreateRunway	1590716729798	1590716732102	OK	 
REQUEST	1574		CreateRunway	1590716721014	1590716732126	OK	 
USER	AirlineCreateRunway	301	END	1590716624486	1590716732187
USER	AirlineCreateRunway	369	END	1590716627868	1590716732189
REQUEST	615		request_7	1590716721008	1590716732213	OK	 
REQUEST	1654		CreateRunway	1590716726844	1590716732219	OK	 
