ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AerolineaCreaNuevaPistaAterrizajeCSV	aerolineacreanuevapistaaterrizajecsv	1590716607430	 	3.3.1
REQUEST	1843		CreateRunway	1590716730509	1590716732249	OK	 
REQUEST	814		request_7	1590716730511	1590716732287	OK	 
REQUEST	819		request_7	1590716730515	1590716732311	OK	 
REQUEST	820		request_7	1590716730515	1590716732324	OK	 
REQUEST	748		request_7	1590716726920	1590716732355	OK	 
USER	AirlineCreateRunway	356	END	1590716627228	1590716732362
REQUEST	788		request_7 Redirect 1	1590716730409	1590716732398	OK	 
REQUEST	738		request_7 Redirect 1	1590716728344	1590716732401	OK	 
REQUEST	622		request_7	1590716721010	1590716732431	OK	 
REQUEST	743		request_7	1590716726836	1590716732448	OK	 
REQUEST	612		request_7	1590716721003	1590716732452	OK	 
REQUEST	822		request_7	1590716730607	1590716732467	OK	 
REQUEST	795		request_7 Redirect 1	1590716730724	1590716732475	OK	 
REQUEST	1839		request_2	1590716718524	1590716732479	OK	 
REQUEST	824		request_7	1590716730946	1590716732587	OK	 
REQUEST	825		request_7	1590716730963	1590716732622	OK	 
REQUEST	1848		CreateRunway	1590716730997	1590716732636	OK	 
REQUEST	1637		CreateRunway	1590716722822	1590716732687	OK	 
REQUEST	1742		CreateRunway	1590716724689	1590716732697	OK	 
REQUEST	663		request_7	1590716722821	1590716732706	OK	 
REQUEST	524		request_7 Redirect 1	1590716721100	1590716732742	OK	 
USER	AirlineCreateRunway	284	END	1590716623634	1590716732785
USER	AirlineCreateRunway	268	END	1590716622835	1590716732785
REQUEST	796		request_7 Redirect 1	1590716730896	1590716732799	OK	 
USER	AirlineCreateRunway	267	END	1590716622788	1590716732807
USER	AirlineCreateRunway	374	END	1590716628116	1590716732807
USER	AirlineCreateRunway	345	END	1590716626676	1590716732817
USER	AirlineCreateRunway	254	END	1590716622139	1590716732913
USER	AirlineCreateRunway	337	END	1590716626278	1590716732913
USER	AirlineCreateRunway	364	END	1590716627617	1590716732914
REQUEST	812		request_7	1590716730508	1590716732945	OK	 
REQUEST	827		request_7	1590716730990	1590716732952	OK	 
REQUEST	1850		CreateRunway	1590716731000	1590716732964	OK	 
REQUEST	1737		request_2 Redirect 1	1590716731133	1590716732966	OK	 
REQUEST	826		request_7	1590716730988	1590716732986	OK	 
REQUEST	1966		request_2	1590716724902	1590716732991	OK	 
REQUEST	1738		request_2 Redirect 1	1590716731167	1590716732994	OK	 
REQUEST	1695		request_2 Redirect 1	1590716731189	1590716732996	OK	 
USER	AirlineCreateRunway	296	END	1590716624234	1590716732997
USER	AirlineCreateRunway	297	END	1590716624288	1590716732997
USER	AirlineCreateRunway	365	END	1590716627664	1590716732998
REQUEST	1755		CreateRunway	1590716731005	1590716733023	OK	 
REQUEST	831		request_7	1590716731048	1590716733043	OK	 
REQUEST	1797		CreateRunway	1590716727439	1590716733049	OK	 
REQUEST	832		request_7	1590716731136	1590716733064	OK	 
REQUEST	1846		CreateRunway	1590716730997	1590716733092	OK	 
REQUEST	1513		CreateRunway	1590716714139	1590716733113	OK	 
REQUEST	835		request_7	1590716731215	1590716733129	OK	 
REQUEST	816		request_7	1590716730513	1590716733148	OK	 
REQUEST	1852		CreateRunway	1590716731003	1590716733158	OK	 
REQUEST	837		request_7	1590716731379	1590716733175	OK	 
REQUEST	704		request_7	1590716724698	1590716733270	OK	 
REQUEST	838		request_7	1590716731390	1590716733273	OK	 
USER	AirlineCreateRunway	348	END	1590716626824	1590716733279
USER	AirlineCreateRunway	346	END	1590716626729	1590716733280
USER	AirlineCreateRunway	347	END	1590716626776	1590716733285
REQUEST	829		request_7	1590716731001	1590716733304	OK	 
REQUEST	839		request_7	1590716731449	1590716733357	OK	 
REQUEST	736		request_7 Redirect 1	1590716731303	1590716733380	OK	 
REQUEST	836		request_7	1590716731307	1590716733413	OK	 
REQUEST	810		request_7 Redirect 1	1590716731568	1590716733433	OK	 
REQUEST	800		request_7 Redirect 1	1590716731421	1590716733453	OK	 
REQUEST	835		request_7 Redirect 1	1590716733129	1590716733456	OK	 
REQUEST	1757		request_2	1590716714404	1590716733461	OK	 
REQUEST	1879		request_2 Redirect 1	1590716731834	1590716733465	OK	 
REQUEST	1998		request_2 Redirect 1	1590716731838	1590716733467	OK	 
REQUEST	842		request_7	1590716731601	1590716733526	OK	 
REQUEST	845		request_7	1590716731803	1590716733526	OK	 
REQUEST	840		request_7	1590716731505	1590716733532	OK	 
REQUEST	843		request_7	1590716731634	1590716733562	OK	 
REQUEST	841		request_7	1590716731599	1590716733566	OK	 
REQUEST	1664		CreateRunway	1590716723061	1590716733576	OK	 
REQUEST	734		request_7 Redirect 1	1590716727910	1590716733598	OK	 
USER	AirlineCreateRunway	351	END	1590716626975	1590716733603
USER	AirlineCreateRunway	243	END	1590716621589	1590716733606
REQUEST	1814		CreateRunway	1590716731980	1590716733626	OK	 
REQUEST	1635		CreateRunway	1590716721015	1590716733641	OK	 
USER	AirlineCreateRunway	280	END	1590716623437	1590716733643
USER	AirlineCreateRunway	360	END	1590716627424	1590716733643
USER	AirlineCreateRunway	288	END	1590716623835	1590716733644
USER	AirlineCreateRunway	353	END	1590716627077	1590716733646
USER	AirlineCreateRunway	350	END	1590716626929	1590716733647
USER	AirlineCreateRunway	279	END	1590716623384	1590716733651
USER	AirlineCreateRunway	355	END	1590716627174	1590716733652
REQUEST	849		request_7	1590716731957	1590716733656	OK	 
REQUEST	1805		CreateRunway	1590716728122	1590716733672	OK	 
REQUEST	1862		CreateRunway	1590716731881	1590716733702	OK	 
REQUEST	847		request_7	1590716731879	1590716733732	OK	 
REQUEST	851		request_7	1590716732064	1590716733737	OK	 
REQUEST	852		request_7	1590716732088	1590716733750	OK	 
REQUEST	1754		CreateRunway	1590716725270	1590716733772	OK	 
REQUEST	1648		CreateRunway	1590716732134	1590716733806	OK	 
USER	AirlineCreateRunway	375	END	1590716628168	1590716733812
REQUEST	1728		CreateRunway	1590716732138	1590716733836	OK	 
REQUEST	1860		CreateRunway	1590716732066	1590716733836	OK	 
REQUEST	1768		CreateRunway	1590716732141	1590716733838	OK	 
USER	AirlineCreateRunway	316	END	1590716625226	1590716733880
REQUEST	671		request_7	1590716723063	1590716733898	OK	 
REQUEST	582		request_7 Redirect 1	1590716718929	1590716733907	OK	 
REQUEST	848		request_7	1590716731884	1590716733917	OK	 
REQUEST	1870		CreateRunway	1590716732182	1590716733932	OK	 
REQUEST	853		request_7	1590716732138	1590716733957	OK	 
REQUEST	850		request_7	1590716731980	1590716734009	OK	 
REQUEST	1871		CreateRunway	1590716732364	1590716734010	OK	 
REQUEST	1859		CreateRunway	1590716732360	1590716734021	OK	 
REQUEST	856		request_7	1590716732357	1590716734037	OK	 
REQUEST	1856		CreateRunway	1590716732260	1590716734051	OK	 
REQUEST	1839		request_2 Redirect 1	1590716732479	1590716734054	OK	 
REQUEST	854		request_7	1590716732184	1590716734057	OK	 
REQUEST	1868		CreateRunway	1590716732262	1590716734066	OK	 
REQUEST	857		request_7	1590716732366	1590716734117	OK	 
REQUEST	1867		CreateRunway	1590716732391	1590716734129	OK	 
REQUEST	860		request_7	1590716732487	1590716734161	OK	 
REQUEST	858		request_7	1590716732391	1590716734161	OK	 
REQUEST	855		request_7	1590716732264	1590716734168	OK	 
REQUEST	861		request_7	1590716732550	1590716734227	OK	 
REQUEST	1700		CreateRunway	1590716732490	1590716734239	OK	 
REQUEST	1636		CreateRunway	1590716725440	1590716734246	OK	 
REQUEST	862		request_7	1590716732632	1590716734273	OK	 
REQUEST	1864		CreateRunway	1590716732369	1590716734290	OK	 
REQUEST	743		request_7 Redirect 1	1590716732448	1590716734299	OK	 
REQUEST	595		request_7	1590716719940	1590716734308	OK	 
USER	AirlineCreateRunway	320	END	1590716625429	1590716734320
USER	AirlineCreateRunway	332	END	1590716626024	1590716734326
USER	AirlineCreateRunway	329	END	1590716625877	1590716734327
USER	AirlineCreateRunway	373	END	1590716628069	1590716734331
USER	AirlineCreateRunway	358	END	1590716627328	1590716734332
USER	AirlineCreateRunway	270	END	1590716622935	1590716734332
USER	AirlineCreateRunway	327	END	1590716625778	1590716734336
USER	AirlineCreateRunway	338	END	1590716626324	1590716734336
USER	AirlineCreateRunway	354	END	1590716627124	1590716734337
USER	AirlineCreateRunway	366	END	1590716627716	1590716734338
USER	AirlineCreateRunway	362	END	1590716627516	1590716734339
USER	AirlineCreateRunway	378	END	1590716628316	1590716734462
REQUEST	663		request_7 Redirect 1	1590716732706	1590716734487	OK	 
REQUEST	612		request_7 Redirect 1	1590716732453	1590716734492	OK	 
REQUEST	1724		request_2	1590716712899	1590716734496	OK	 
USER	AirlineCreateRunway	343	END	1590716626576	1590716734504
USER	AirlineCreateRunway	376	END	1590716628215	1590716734506
USER	AirlineCreateRunway	306	END	1590716624724	1590716734508
USER	AirlineCreateRunway	377	END	1590716628270	1590716734539
USER	AirlineCreateRunway	367	END	1590716627764	1590716734552
USER	AirlineCreateRunway	302	END	1590716624524	1590716734559
REQUEST	1866		CreateRunway	1590716732484	1590716734669	OK	 
REQUEST	1704		CreateRunway	1590716732644	1590716734699	OK	 
USER	AirlineCreateRunway	382	END	1590716628534	1590716734704
REQUEST	863		request_7	1590716732640	1590716734737	OK	 
REQUEST	1872		CreateRunway	1590716732917	1590716734765	OK	 
REQUEST	868		request_7	1590716732916	1590716734780	OK	 
REQUEST	1966		request_2 Redirect 1	1590716732991	1590716734786	OK	 
USER	AirlineCreateRunway	303	END	1590716624575	1590716734790
USER	AirlineCreateRunway	370	END	1590716627915	1590716734790
USER	AirlineCreateRunway	420	END	1590716630434	1590716734791
USER	AirlineCreateRunway	342	END	1590716626524	1590716734792
USER	AirlineCreateRunway	336	END	1590716626224	1590716734800
REQUEST	1878		CreateRunway	1590716732727	1590716734833	OK	 
REQUEST	1720		CreateRunway	1590716725772	1590716734862	OK	 
REQUEST	1525		CreateRunway	1590716714996	1590716734912	OK	 
REQUEST	1863		CreateRunway	1590716732999	1590716734931	OK	 
REQUEST	1526		CreateRunway	1590716715052	1590716734940	OK	 
USER	AirlineCreateRunway	255	END	1590716622185	1590716734970
USER	AirlineCreateRunway	381	END	1590716628465	1590716734971
REQUEST	824		request_7 Redirect 1	1590716732587	1590716734973	OK	 
REQUEST	1773		request_2	1590716715157	1590716734979	OK	 
USER	AirlineCreateRunway	383	END	1590716628588	1590716735067
REQUEST	831		request_7 Redirect 1	1590716733043	1590716735078	OK	 
REQUEST	826		request_7 Redirect 1	1590716732987	1590716735121	OK	 
REQUEST	1876		CreateRunway	1590716732640	1590716735177	OK	 
REQUEST	1528		CreateRunway	1590716715199	1590716735179	OK	 
USER	AirlineCreateRunway	310	END	1590716624924	1590716735187
REQUEST	1874		CreateRunway	1590716733004	1590716735206	OK	 
REQUEST	1674		CreateRunway	1590716723440	1590716735219	OK	 
REQUEST	871		request_7	1590716733059	1590716735247	OK	 
USER	AirlineCreateRunway	307	END	1590716624778	1590716735271
USER	AirlineCreateRunway	352	END	1590716627029	1590716735273
USER	AirlineCreateRunway	258	END	1590716622334	1590716735274
REQUEST	837		request_7 Redirect 1	1590716733175	1590716735293	OK	 
REQUEST	472		request_7	1590716713178	1590716735329	OK	 
REQUEST	1875		CreateRunway	1590716733177	1590716735336	OK	 
REQUEST	600		request_7	1590716719953	1590716735350	OK	 
REQUEST	1888		CreateRunway	1590716733179	1590716735400	OK	 
REQUEST	1835		CreateRunway	1590716733206	1590716735419	OK	 
USER	AirlineCreateRunway	392	END	1590716629035	1590716735426
REQUEST	816		request_7 Redirect 1	1590716733148	1590716735436	OK	 
REQUEST	384		request_7 Redirect 1	1590716715192	1590716735444	OK	 
REQUEST	1776		request_2	1590716715309	1590716735452	OK	 
USER	AirlineCreateRunway	394	END	1590716629135	1590716735457
REQUEST	827		request_7 Redirect 1	1590716732952	1590716735465	OK	 
USER	AirlineCreateRunway	363	END	1590716627564	1590716735520
USER	AirlineCreateRunway	389	END	1590716628888	1590716735521
USER	AirlineCreateRunway	291	END	1590716623984	1590716735524
REQUEST	1565		CreateRunway	1590716717660	1590716735537	OK	 
REQUEST	1703		CreateRunway	1590716733208	1590716735538	OK	 
REQUEST	870		request_7	1590716732999	1590716735555	OK	 
REQUEST	1757		request_2 Redirect 1	1590716733462	1590716735556	OK	 
REQUEST	873		request_7	1590716733173	1590716735560	OK	 
REQUEST	577		request_7 Redirect 1	1590716721645	1590716735576	OK	 
USER	AirlineCreateRunway	398	END	1590716629337	1590716735581
REQUEST	879		request_7	1590716733440	1590716735613	OK	 
REQUEST	1510		CreateRunway	1590716715303	1590716735614	OK	 
REQUEST	876		request_7	1590716733286	1590716735615	OK	 
USER	AirlineCreateRunway	400	END	1590716629437	1590716735649
USER	AirlineCreateRunway	387	END	1590716628789	1590716735654
USER	AirlineCreateRunway	401	END	1590716629484	1590716735655
REQUEST	838		request_7 Redirect 1	1590716733273	1590716735661	OK	 
REQUEST	1725		CreateRunway	1590716723902	1590716735677	OK	 
REQUEST	1881		CreateRunway	1590716733536	1590716735707	OK	 
REQUEST	657		request_7 Redirect 1	1590716723899	1590716735728	OK	 
USER	AirlineCreateRunway	402	END	1590716629538	1590716735735
USER	AirlineCreateRunway	421	END	1590716630486	1590716735737
USER	AirlineCreateRunway	318	END	1590716625328	1590716735738
USER	AirlineCreateRunway	361	END	1590716627477	1590716735755
REQUEST	446		request_7 Redirect 1	1590716721493	1590716735758	OK	 
REQUEST	880		request_7	1590716733468	1590716735781	OK	 
REQUEST	881		request_7	1590716733536	1590716735791	OK	 
REQUEST	1883		CreateRunway	1590716733468	1590716735797	OK	 
REQUEST	840		request_7 Redirect 1	1590716733532	1590716735825	OK	 
USER	AirlineCreateRunway	397	END	1590716629284	1590716735829
REQUEST	1884		CreateRunway	1590716733601	1590716735885	OK	 
REQUEST	884		request_7	1590716733705	1590716735888	OK	 
USER	AirlineCreateRunway	322	END	1590716625530	1590716735894
REQUEST	647		request_7	1590716722247	1590716735923	OK	 
REQUEST	567		request_7	1590716717866	1590716735925	OK	 
REQUEST	1882		CreateRunway	1590716733389	1590716735939	OK	 
REQUEST	1751		CreateRunway	1590716733819	1590716735972	OK	 
USER	AirlineCreateRunway	385	END	1590716628687	1590716735988
USER	AirlineCreateRunway	372	END	1590716628015	1590716735990
USER	AirlineCreateRunway	404	END	1590716629638	1590716735994
REQUEST	476		request_7	1590716713299	1590716736043	OK	 
REQUEST	1831		CreateRunway	1590716729648	1590716736046	OK	 
REQUEST	1891		CreateRunway	1590716733821	1590716736057	OK	 
REQUEST	886		request_7	1590716733814	1590716736057	OK	 
REQUEST	882		request_7	1590716733601	1590716736070	OK	 
USER	AirlineCreateRunway	334	END	1590716626125	1590716736075
USER	AirlineCreateRunway	405	END	1590716629684	1590716736077
USER	AirlineCreateRunway	326	END	1590716625730	1590716736078
USER	AirlineCreateRunway	298	END	1590716624334	1590716736080
USER	AirlineCreateRunway	330	END	1590716625925	1590716736081
REQUEST	1890		CreateRunway	1590716733814	1590716736095	OK	 
REQUEST	1895		CreateRunway	1590716733958	1590716736137	OK	 
REQUEST	1759		CreateRunway	1590716733843	1590716736142	OK	 
USER	AirlineCreateRunway	304	END	1590716624628	1590716736144
REQUEST	885		request_7	1590716733755	1590716736179	OK	 
USER	AirlineCreateRunway	408	END	1590716629840	1590716736189
REQUEST	888		request_7	1590716733885	1590716736216	OK	 
REQUEST	887		request_7	1590716733845	1590716736219	OK	 
REQUEST	1894		CreateRunway	1590716733961	1590716736251	OK	 
USER	AirlineCreateRunway	379	END	1590716628364	1590716736254
USER	AirlineCreateRunway	319	END	1590716625374	1590716736255
REQUEST	661		request_7 Redirect 1	1590716723940	1590716736269	OK	 
REQUEST	847		request_7 Redirect 1	1590716733732	1590716736337	OK	 
REQUEST	1954		request_2	1590716724235	1590716736341	OK	 
REQUEST	1841		CreateRunway	1590716733843	1590716736370	OK	 
REQUEST	1893		CreateRunway	1590716733958	1590716736380	OK	 
USER	AirlineCreateRunway	371	END	1590716627969	1590716736404
REQUEST	850		request_7 Redirect 1	1590716734010	1590716736428	OK	 
REQUEST	671		request_7 Redirect 1	1590716733898	1590716736439	OK	 
REQUEST	1885		request_2	1590716721015	1590716736439	OK	 
USER	AirlineCreateRunway	333	END	1590716626078	1590716736446
USER	AirlineCreateRunway	325	END	1590716625676	1590716736446
REQUEST	1892		CreateRunway	1590716733846	1590716736475	OK	 
USER	AirlineCreateRunway	411	END	1590716629988	1590716736504
USER	AirlineCreateRunway	407	END	1590716629787	1590716736506
REQUEST	1650		CreateRunway	1590716722290	1590716736530	OK	 
REQUEST	893		request_7	1590716734325	1590716736542	OK	 
REQUEST	1658		CreateRunway	1590716722787	1590716736551	OK	 
USER	AirlineCreateRunway	335	END	1590716626178	1590716736580
USER	AirlineCreateRunway	331	END	1590716625978	1590716736583
USER	AirlineCreateRunway	341	END	1590716626477	1590716736584
USER	AirlineCreateRunway	349	END	1590716626876	1590716736584
USER	AirlineCreateRunway	413	END	1590716630084	1590716736587
REQUEST	1774		CreateRunway	1590716734404	1590716736598	OK	 
REQUEST	1900		CreateRunway	1590716734398	1590716736598	OK	 
REQUEST	1896		CreateRunway	1590716733959	1590716736609	OK	 
REQUEST	892		request_7	1590716734322	1590716736621	OK	 
USER	AirlineCreateRunway	414	END	1590716630138	1590716736628
REQUEST	1899		CreateRunway	1590716734402	1590716736641	OK	 
REQUEST	1573		CreateRunway	1590716721012	1590716736648	OK	 
REQUEST	1724		request_2 Redirect 1	1590716734496	1590716736658	OK	 
REQUEST	897		request_7	1590716734340	1590716736663	OK	 
REQUEST	1901		CreateRunway	1590716734404	1590716736670	OK	 
REQUEST	889		request_7	1590716733962	1590716736683	OK	 
USER	AirlineCreateRunway	415	END	1590716630185	1590716736696
REQUEST	854		request_7 Redirect 1	1590716734057	1590716736699	OK	 
REQUEST	900		request_7	1590716734506	1590716736736	OK	 
REQUEST	902		request_7	1590716734589	1590716736783	OK	 
REQUEST	899		request_7	1590716734464	1590716736785	OK	 
REQUEST	890		request_7	1590716734314	1590716736791	OK	 
REQUEST	1904		CreateRunway	1590716734408	1590716736798	OK	 
REQUEST	898		request_7	1590716734410	1590716736800	OK	 
REQUEST	1501		CreateRunway	1590716718406	1590716736825	OK	 
REQUEST	817		request_7	1590716730514	1590716736840	OK	 
USER	AirlineCreateRunway	409	END	1590716629887	1590716736841
REQUEST	903		request_7	1590716734704	1590716736885	OK	 
REQUEST	1778		CreateRunway	1590716734872	1590716736888	OK	 
USER	AirlineCreateRunway	419	END	1590716630385	1590716736891
REQUEST	749		request_7	1590716726940	1590716736902	OK	 
REQUEST	1773		request_2 Redirect 1	1590716734979	1590716736904	OK	 
REQUEST	1777		CreateRunway	1590716734875	1590716736935	OK	 
REQUEST	1779		CreateRunway	1590716734877	1590716736944	OK	 
