ASSERTION	AAEDAAEBAwAAAAAAAEB/QA==
ASSERTION	AAEDAAECAwAAAAAAAEB/QA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	simulations.AerolineaCreaAvionCSV	aerolineacreaavioncsv	1590711334090	 	3.3.1
REQUEST	236		AirlineLogin	1590711360587	1590711360591	OK	 
USER	Airlines	237	START	1590711360688	1590711360688
REQUEST	237		AirlineLogin	1590711360688	1590711360692	OK	 
USER	Airlines	238	START	1590711360788	1590711360788
REQUEST	238		AirlineLogin	1590711360788	1590711360793	OK	 
USER	Airlines	239	START	1590711360887	1590711360887
REQUEST	239		AirlineLogin	1590711360887	1590711360892	OK	 
USER	Airlines	240	START	1590711360988	1590711360988
REQUEST	240		AirlineLogin	1590711360988	1590711360993	OK	 
USER	Airlines	241	START	1590711361088	1590711361088
REQUEST	241		AirlineLogin	1590711361089	1590711361093	OK	 
USER	Airlines	242	START	1590711361186	1590711361186
REQUEST	242		AirlineLogin	1590711361186	1590711361190	OK	 
USER	Airlines	243	START	1590711361285	1590711361285
REQUEST	243		AirlineLogin	1590711361286	1590711361289	OK	 
USER	Airlines	244	START	1590711361385	1590711361385
REQUEST	244		AirlineLogin	1590711361386	1590711361390	OK	 
USER	Airlines	245	START	1590711361486	1590711361486
REQUEST	245		AirlineLogin	1590711361487	1590711361490	OK	 
USER	Airlines	246	START	1590711361591	1590711361591
REQUEST	246		AirlineLogin	1590711361591	1590711361595	OK	 
USER	Airlines	247	START	1590711361686	1590711361686
REQUEST	247		AirlineLogin	1590711361686	1590711361689	OK	 
USER	Airlines	248	START	1590711361785	1590711361785
REQUEST	248		AirlineLogin	1590711361810	1590711361814	OK	 
USER	Airlines	249	START	1590711361889	1590711361889
REQUEST	249		AirlineLogin	1590711361890	1590711361894	OK	 
USER	Airlines	250	START	1590711361991	1590711361991
REQUEST	250		AirlineLogin	1590711361992	1590711361996	OK	 
USER	Airlines	251	START	1590711362085	1590711362085
REQUEST	251		AirlineLogin	1590711362086	1590711362090	OK	 
USER	Airlines	252	START	1590711362176	1590711362176
REQUEST	252		AirlineLogin	1590711362177	1590711362182	OK	 
REQUEST	1		AirlineLogged	1590711362174	1590711362184	OK	 
REQUEST	1		AirlineLogged Redirect 1	1590711362190	1590711362206	OK	 
REQUEST	2		AirlineLogged	1590711362226	1590711362231	OK	 
REQUEST	2		AirlineLogged Redirect 1	1590711362231	1590711362236	OK	 
USER	Airlines	253	START	1590711362279	1590711362279
REQUEST	253		AirlineLogin	1590711362280	1590711362284	OK	 
REQUEST	3		AirlineLogged	1590711362326	1590711362331	OK	 
REQUEST	3		AirlineLogged Redirect 1	1590711362332	1590711362337	OK	 
USER	Airlines	254	START	1590711362378	1590711362378
REQUEST	254		AirlineLogin	1590711362379	1590711362383	OK	 
REQUEST	4		AirlineLogged	1590711362427	1590711362432	OK	 
REQUEST	4		AirlineLogged Redirect 1	1590711362432	1590711362437	OK	 
USER	Airlines	255	START	1590711362478	1590711362478
REQUEST	255		AirlineLogin	1590711362478	1590711362483	OK	 
REQUEST	5		AirlineLogged	1590711362526	1590711362531	OK	 
REQUEST	5		AirlineLogged Redirect 1	1590711362531	1590711362535	OK	 
USER	Airlines	256	START	1590711362579	1590711362579
REQUEST	256		AirlineLogin	1590711362579	1590711362584	OK	 
REQUEST	6		AirlineLogged	1590711362626	1590711362630	OK	 
REQUEST	6		AirlineLogged Redirect 1	1590711362631	1590711362635	OK	 
USER	Airlines	257	START	1590711362679	1590711362679
REQUEST	257		AirlineLogin	1590711362679	1590711362684	OK	 
REQUEST	7		AirlineLogged	1590711362716	1590711362720	OK	 
REQUEST	7		AirlineLogged Redirect 1	1590711362721	1590711362725	OK	 
USER	Airlines	258	START	1590711362780	1590711362780
REQUEST	258		AirlineLogin	1590711362781	1590711362784	OK	 
REQUEST	8		AirlineLogged	1590711362816	1590711362821	OK	 
REQUEST	8		AirlineLogged Redirect 1	1590711362821	1590711362825	OK	 
USER	Airlines	259	START	1590711362878	1590711362878
REQUEST	259		AirlineLogin	1590711362879	1590711362882	OK	 
REQUEST	9		AirlineLogged	1590711362916	1590711362920	OK	 
REQUEST	9		AirlineLogged Redirect 1	1590711362921	1590711362925	OK	 
USER	Airlines	260	START	1590711362979	1590711362979
REQUEST	260		AirlineLogin	1590711362979	1590711362983	OK	 
REQUEST	10		AirlineLogged	1590711363016	1590711363021	OK	 
REQUEST	10		AirlineLogged Redirect 1	1590711363022	1590711363026	OK	 
USER	Airlines	261	START	1590711363081	1590711363081
REQUEST	261		AirlineLogin	1590711363081	1590711363085	OK	 
REQUEST	11		AirlineLogged	1590711363139	1590711363144	OK	 
REQUEST	11		AirlineLogged Redirect 1	1590711363144	1590711363148	OK	 
USER	Airlines	262	START	1590711363170	1590711363170
REQUEST	262		AirlineLogin	1590711363171	1590711363175	OK	 
REQUEST	12		AirlineLogged	1590711363239	1590711363244	OK	 
REQUEST	12		AirlineLogged Redirect 1	1590711363244	1590711363249	OK	 
USER	Airlines	263	START	1590711363271	1590711363271
REQUEST	263		AirlineLogin	1590711363271	1590711363275	OK	 
REQUEST	13		AirlineLogged	1590711363319	1590711363324	OK	 
REQUEST	13		AirlineLogged Redirect 1	1590711363324	1590711363329	OK	 
USER	Airlines	264	START	1590711363366	1590711363366
REQUEST	264		AirlineLogin	1590711363366	1590711363369	OK	 
REQUEST	14		AirlineLogged	1590711363420	1590711363424	OK	 
REQUEST	14		AirlineLogged Redirect 1	1590711363425	1590711363429	OK	 
USER	Airlines	265	START	1590711363467	1590711363467
REQUEST	265		AirlineLogin	1590711363467	1590711363471	OK	 
REQUEST	15		AirlineLogged	1590711363522	1590711363526	OK	 
REQUEST	15		AirlineLogged Redirect 1	1590711363527	1590711363531	OK	 
USER	Airlines	266	START	1590711363568	1590711363568
REQUEST	266		AirlineLogin	1590711363569	1590711363572	OK	 
REQUEST	16		AirlineLogged	1590711363627	1590711363631	OK	 
REQUEST	16		AirlineLogged Redirect 1	1590711363632	1590711363636	OK	 
USER	Airlines	267	START	1590711363670	1590711363670
REQUEST	267		AirlineLogin	1590711363671	1590711363675	OK	 
REQUEST	17		AirlineLogged	1590711363728	1590711363732	OK	 
REQUEST	17		AirlineLogged Redirect 1	1590711363733	1590711363737	OK	 
USER	Airlines	268	START	1590711363766	1590711363766
REQUEST	268		AirlineLogin	1590711363766	1590711363769	OK	 
REQUEST	18		AirlineLogged	1590711363830	1590711363835	OK	 
REQUEST	18		AirlineLogged Redirect 1	1590711363835	1590711363839	OK	 
USER	Airlines	269	START	1590711363866	1590711363866
REQUEST	269		AirlineLogin	1590711363866	1590711363870	OK	 
REQUEST	19		AirlineLogged	1590711363926	1590711363930	OK	 
REQUEST	19		AirlineLogged Redirect 1	1590711363931	1590711363935	OK	 
USER	Airlines	270	START	1590711363968	1590711363968
REQUEST	270		AirlineLogin	1590711363968	1590711363972	OK	 
REQUEST	20		AirlineLogged	1590711364027	1590711364031	OK	 
REQUEST	20		AirlineLogged Redirect 1	1590711364032	1590711364036	OK	 
USER	Airlines	271	START	1590711364069	1590711364069
REQUEST	271		AirlineLogin	1590711364069	1590711364073	OK	 
REQUEST	21		AirlineLogged	1590711364128	1590711364132	OK	 
REQUEST	21		AirlineLogged Redirect 1	1590711364133	1590711364137	OK	 
USER	Airlines	272	START	1590711364190	1590711364190
REQUEST	272		AirlineLogin	1590711364191	1590711364194	OK	 
REQUEST	22		AirlineLogged	1590711364206	1590711364210	OK	 
REQUEST	22		AirlineLogged Redirect 1	1590711364211	1590711364215	OK	 
USER	Airlines	273	START	1590711364289	1590711364289
REQUEST	273		AirlineLogin	1590711364289	1590711364293	OK	 
REQUEST	23		AirlineLogged	1590711364311	1590711364315	OK	 
REQUEST	23		AirlineLogged Redirect 1	1590711364316	1590711364319	OK	 
USER	Airlines	274	START	1590711364389	1590711364389
REQUEST	274		AirlineLogin	1590711364390	1590711364394	OK	 
REQUEST	24		AirlineLogged	1590711364412	1590711364416	OK	 
REQUEST	24		AirlineLogged Redirect 1	1590711364416	1590711364420	OK	 
USER	Airlines	275	START	1590711364490	1590711364490
REQUEST	275		AirlineLogin	1590711364491	1590711364494	OK	 
REQUEST	25		AirlineLogged	1590711364506	1590711364510	OK	 
REQUEST	25		AirlineLogged Redirect 1	1590711364511	1590711364514	OK	 
USER	Airlines	276	START	1590711364585	1590711364585
REQUEST	276		AirlineLogin	1590711364586	1590711364589	OK	 
REQUEST	26		AirlineLogged	1590711364607	1590711364612	OK	 
REQUEST	26		AirlineLogged Redirect 1	1590711364612	1590711364616	OK	 
USER	Airlines	277	START	1590711364686	1590711364686
REQUEST	277		AirlineLogin	1590711364687	1590711364690	OK	 
REQUEST	27		AirlineLogged	1590711364698	1590711364702	OK	 
REQUEST	27		AirlineLogged Redirect 1	1590711364702	1590711364707	OK	 
USER	Airlines	278	START	1590711364788	1590711364788
REQUEST	278		AirlineLogin	1590711364789	1590711364792	OK	 
REQUEST	28		AirlineLogged	1590711364810	1590711364815	OK	 
REQUEST	28		AirlineLogged Redirect 1	1590711364815	1590711364819	OK	 
USER	Airlines	279	START	1590711364891	1590711364891
REQUEST	279		AirlineLogin	1590711364891	1590711364894	OK	 
REQUEST	29		AirlineLogged	1590711364896	1590711364900	OK	 
REQUEST	29		AirlineLogged Redirect 1	1590711364901	1590711364904	OK	 
USER	Airlines	280	START	1590711364990	1590711364990
REQUEST	280		AirlineLogin	1590711364991	1590711364994	OK	 
REQUEST	30		AirlineLogged	1590711365006	1590711365010	OK	 
REQUEST	30		AirlineLogged Redirect 1	1590711365011	1590711365014	OK	 
USER	Airlines	281	START	1590711365091	1590711365091
REQUEST	281		AirlineLogin	1590711365092	1590711365096	OK	 
REQUEST	31		AirlineLogged	1590711365106	1590711365110	OK	 
REQUEST	31		AirlineLogged Redirect 1	1590711365111	1590711365115	OK	 
USER	Airlines	282	START	1590711365171	1590711365171
REQUEST	282		AirlineLogin	1590711365172	1590711365176	OK	 
REQUEST	32		AirlineLogged	1590711365207	1590711365212	OK	 
REQUEST	32		AirlineLogged Redirect 1	1590711365212	1590711365216	OK	 
USER	Airlines	283	START	1590711365265	1590711365265
REQUEST	283		AirlineLogin	1590711365266	1590711365269	OK	 
REQUEST	33		AirlineLogged	1590711365308	1590711365313	OK	 
REQUEST	33		AirlineLogged Redirect 1	1590711365313	1590711365317	OK	 
USER	Airlines	284	START	1590711365366	1590711365366
REQUEST	284		AirlineLogin	1590711365366	1590711365370	OK	 
REQUEST	34		AirlineLogged	1590711365410	1590711365415	OK	 
REQUEST	34		AirlineLogged Redirect 1	1590711365415	1590711365419	OK	 
USER	Airlines	285	START	1590711365467	1590711365467
REQUEST	285		AirlineLogin	1590711365468	1590711365472	OK	 
REQUEST	35		AirlineLogged	1590711365512	1590711365517	OK	 
REQUEST	35		AirlineLogged Redirect 1	1590711365517	1590711365522	OK	 
USER	Airlines	286	START	1590711365569	1590711365569
REQUEST	286		AirlineLogin	1590711365570	1590711365574	OK	 
REQUEST	36		AirlineLogged	1590711365606	1590711365610	OK	 
REQUEST	36		AirlineLogged Redirect 1	1590711365611	1590711365615	OK	 
USER	Airlines	287	START	1590711365670	1590711365670
REQUEST	287		AirlineLogin	1590711365671	1590711365674	OK	 
REQUEST	37		AirlineLogged	1590711365718	1590711365723	OK	 
REQUEST	37		AirlineLogged Redirect 1	1590711365723	1590711365727	OK	 
USER	Airlines	288	START	1590711365766	1590711365766
REQUEST	288		AirlineLogin	1590711365766	1590711365770	OK	 
REQUEST	38		AirlineLogged	1590711365809	1590711365813	OK	 
REQUEST	38		AirlineLogged Redirect 1	1590711365814	1590711365818	OK	 
USER	Airlines	289	START	1590711365865	1590711365865
REQUEST	289		AirlineLogin	1590711365866	1590711365870	OK	 
REQUEST	39		AirlineLogged	1590711365907	1590711365912	OK	 
REQUEST	39		AirlineLogged Redirect 1	1590711365912	1590711365916	OK	 
USER	Airlines	290	START	1590711365965	1590711365965
REQUEST	290		AirlineLogin	1590711365966	1590711365969	OK	 
REQUEST	40		AirlineLogged	1590711366009	1590711366013	OK	 
REQUEST	40		AirlineLogged Redirect 1	1590711366014	1590711366018	OK	 
USER	Airlines	291	START	1590711366067	1590711366067
REQUEST	291		AirlineLogin	1590711366068	1590711366071	OK	 
REQUEST	41		AirlineLogged	1590711366121	1590711366125	OK	 
REQUEST	41		AirlineLogged Redirect 1	1590711366126	1590711366129	OK	 
USER	Airlines	292	START	1590711366190	1590711366190
REQUEST	292		AirlineLogin	1590711366190	1590711366194	OK	 
REQUEST	42		AirlineLogged	1590711366190	1590711366195	OK	 
REQUEST	42		AirlineLogged Redirect 1	1590711366196	1590711366201	OK	 
USER	Airlines	293	START	1590711366285	1590711366285
REQUEST	293		AirlineLogin	1590711366286	1590711366290	OK	 
REQUEST	43		AirlineLogged	1590711366286	1590711366291	OK	 
REQUEST	43		AirlineLogged Redirect 1	1590711366292	1590711366295	OK	 
REQUEST	44		AirlineLogged	1590711366376	1590711366381	OK	 
REQUEST	44		AirlineLogged Redirect 1	1590711366381	1590711366385	OK	 
USER	Airlines	294	START	1590711366387	1590711366387
REQUEST	294		AirlineLogin	1590711366387	1590711366392	OK	 
USER	Airlines	295	START	1590711366487	1590711366487
REQUEST	295		AirlineLogin	1590711366488	1590711366495	OK	 
REQUEST	45		AirlineLogged	1590711366488	1590711366496	OK	 
REQUEST	45		AirlineLogged Redirect 1	1590711366496	1590711366501	OK	 
USER	Airlines	296	START	1590711366589	1590711366589
REQUEST	46		AirlineLogged	1590711366590	1590711366597	OK	 
REQUEST	296		AirlineLogin	1590711366590	1590711366597	OK	 
REQUEST	46		AirlineLogged Redirect 1	1590711366598	1590711366604	OK	 
USER	Airlines	297	START	1590711366691	1590711366691
REQUEST	297		AirlineLogin	1590711366692	1590711366696	OK	 
REQUEST	47		AirlineLogged	1590711366692	1590711366697	OK	 
REQUEST	47		AirlineLogged Redirect 1	1590711366697	1590711366702	OK	 
USER	Airlines	298	START	1590711366785	1590711366785
REQUEST	298		AirlineLogin	1590711366786	1590711366792	OK	 
REQUEST	48		AirlineLogged	1590711366787	1590711366794	OK	 
REQUEST	48		AirlineLogged Redirect 1	1590711366795	1590711366799	OK	 
USER	Airlines	299	START	1590711366887	1590711366887
REQUEST	299		AirlineLogin	1590711366888	1590711366892	OK	 
REQUEST	49		AirlineLogged	1590711366888	1590711366893	OK	 
REQUEST	49		AirlineLogged Redirect 1	1590711366894	1590711366897	OK	 
USER	Airlines	300	START	1590711366987	1590711366987
REQUEST	300		AirlineLogin	1590711366987	1590711366991	OK	 
REQUEST	50		AirlineLogged	1590711366987	1590711366992	OK	 
REQUEST	50		AirlineLogged Redirect 1	1590711366993	1590711366996	OK	 
USER	Airlines	301	START	1590711367088	1590711367088
REQUEST	301		AirlineLogin	1590711367089	1590711367093	OK	 
REQUEST	51		AirlineLogged	1590711367088	1590711367093	OK	 
REQUEST	51		AirlineLogged Redirect 1	1590711367094	1590711367098	OK	 
USER	Airlines	302	START	1590711367187	1590711367187
REQUEST	302		AirlineLogin	1590711367188	1590711367192	OK	 
REQUEST	52		AirlineLogged	1590711367209	1590711367214	OK	 
REQUEST	52		AirlineLogged Redirect 1	1590711367214	1590711367218	OK	 
USER	Airlines	303	START	1590711367289	1590711367289
REQUEST	303		AirlineLogin	1590711367289	1590711367293	OK	 
REQUEST	53		AirlineLogged	1590711367311	1590711367315	OK	 
REQUEST	53		AirlineLogged Redirect 1	1590711367316	1590711367320	OK	 
USER	Airlines	304	START	1590711367390	1590711367390
REQUEST	304		AirlineLogin	1590711367391	1590711367394	OK	 
REQUEST	54		AirlineLogged	1590711367411	1590711367415	OK	 
REQUEST	54		AirlineLogged Redirect 1	1590711367416	1590711367420	OK	 
USER	Airlines	305	START	1590711367490	1590711367490
REQUEST	305		AirlineLogin	1590711367491	1590711367495	OK	 
REQUEST	55		AirlineLogged	1590711367502	1590711367506	OK	 
REQUEST	55		AirlineLogged Redirect 1	1590711367506	1590711367510	OK	 
USER	Airlines	306	START	1590711367590	1590711367590
REQUEST	306		AirlineLogin	1590711367591	1590711367594	OK	 
REQUEST	56		AirlineLogged	1590711367606	1590711367610	OK	 
REQUEST	56		AirlineLogged Redirect 1	1590711367611	1590711367615	OK	 
USER	Airlines	307	START	1590711367691	1590711367691
REQUEST	307		AirlineLogin	1590711367691	1590711367695	OK	 
REQUEST	57		AirlineLogged	1590711367706	1590711367710	OK	 
REQUEST	57		AirlineLogged Redirect 1	1590711367711	1590711367714	OK	 
USER	Airlines	308	START	1590711367789	1590711367789
REQUEST	308		AirlineLogin	1590711367790	1590711367794	OK	 
REQUEST	58		AirlineLogged	1590711367811	1590711367815	OK	 
REQUEST	58		AirlineLogged Redirect 1	1590711367815	1590711367819	OK	 
USER	Airlines	309	START	1590711367890	1590711367890
REQUEST	309		AirlineLogin	1590711367890	1590711367894	OK	 
REQUEST	59		AirlineLogged	1590711367912	1590711367917	OK	 
REQUEST	59		AirlineLogged Redirect 1	1590711367917	1590711367922	OK	 
USER	Airlines	310	START	1590711367991	1590711367991
REQUEST	310		AirlineLogin	1590711367992	1590711367995	OK	 
REQUEST	60		AirlineLogged	1590711368006	1590711368010	OK	 
REQUEST	60		AirlineLogged Redirect 1	1590711368010	1590711368014	OK	 
USER	Airlines	311	START	1590711368085	1590711368085
REQUEST	311		AirlineLogin	1590711368086	1590711368090	OK	 
REQUEST	61		AirlineLogged	1590711368106	1590711368111	OK	 
REQUEST	61		AirlineLogged Redirect 1	1590711368111	1590711368115	OK	 
USER	Airlines	312	START	1590711368190	1590711368190
REQUEST	312		AirlineLogin	1590711368191	1590711368195	OK	 
REQUEST	62		AirlineLogged	1590711368206	1590711368210	OK	 
REQUEST	62		AirlineLogged Redirect 1	1590711368210	1590711368215	OK	 
USER	Airlines	313	START	1590711368287	1590711368287
REQUEST	313		AirlineLogin	1590711368287	1590711368291	OK	 
REQUEST	63		AirlineLogged	1590711368308	1590711368313	OK	 
REQUEST	63		AirlineLogged Redirect 1	1590711368313	1590711368317	OK	 
USER	Airlines	314	START	1590711368388	1590711368388
REQUEST	314		AirlineLogin	1590711368389	1590711368392	OK	 
REQUEST	64		AirlineLogged	1590711368411	1590711368416	OK	 
REQUEST	64		AirlineLogged Redirect 1	1590711368416	1590711368420	OK	 
USER	Airlines	315	START	1590711368491	1590711368491
REQUEST	315		AirlineLogin	1590711368491	1590711368495	OK	 
REQUEST	65		AirlineLogged	1590711368506	1590711368511	OK	 
REQUEST	65		AirlineLogged Redirect 1	1590711368511	1590711368515	OK	 
USER	Airlines	316	START	1590711368586	1590711368586
REQUEST	316		AirlineLogin	1590711368586	1590711368590	OK	 
REQUEST	66		AirlineLogged	1590711368607	1590711368612	OK	 
REQUEST	66		AirlineLogged Redirect 1	1590711368613	1590711368616	OK	 
USER	Airlines	317	START	1590711368688	1590711368688
REQUEST	317		AirlineLogin	1590711368688	1590711368692	OK	 
REQUEST	67		AirlineLogged	1590711368699	1590711368703	OK	 
REQUEST	67		AirlineLogged Redirect 1	1590711368704	1590711368708	OK	 
USER	Airlines	318	START	1590711368789	1590711368789
REQUEST	318		AirlineLogin	1590711368789	1590711368794	OK	 
REQUEST	68		AirlineLogged	1590711368811	1590711368816	OK	 
REQUEST	68		AirlineLogged Redirect 1	1590711368816	1590711368820	OK	 
USER	Airlines	319	START	1590711368885	1590711368885
REQUEST	319		AirlineLogin	1590711368886	1590711368891	OK	 
REQUEST	69		AirlineLogged	1590711368907	1590711368912	OK	 
REQUEST	69		AirlineLogged Redirect 1	1590711368912	1590711368916	OK	 
USER	Airlines	320	START	1590711368986	1590711368986
REQUEST	320		AirlineLogin	1590711368986	1590711368990	OK	 
